"X","OTN_ARRAY","OTN_ARRAY_2","OTN_ARRAY_3","STATION_NO","STATION_NO2","DEPLOY_DATE_TIME_UTC","BOTTOM_DEPTH","INS_MODEL_NO","RECEIVER_SN","RECEIVER_TAG_ID","RECOVERED","RECOVER_DATE_TIME_UTC","YEAR_DEPLOYED","Assigned_c","X.1","depth"
1,"SABMPA","SAB_OLD","SAB_NORTH","N10","N10","2015-05-11T00:00:00",NA,"VR2AR",545780,"A69-1601-60244","Y","2016-04-17T16:25:00",2015,"A - Mud"," 46.21183)",124.8
2,"SABMPA","SAB_OLD","SAB_NORTH","N11","N11","2015-05-11T00:00:00",NA,"VR2AR",545768,"A69-1601-60232","Y","2016-04-17T16:15:00",2015,"A - Mud"," 46.21567)",127.1
3,"SABMPA","SAB_OLD","SAB_NORTH","N12","N12","2015-05-11T00:00:00",NA,"VR2AR",545772,"A69-1601-60236","Y","2016-04-17T16:06:00",2015,"A - Mud"," 46.2195)",129.6
4,"SABMPA","SAB_OLD","SAB_NORTH","N13","N13","2015-05-11T00:00:00",NA,"VR2AR",545779,"A69-1601-60243","Y","2016-04-17T16:32:00",2015,"A - Mud"," 46.22333)",126.2
5,"SABMPA","SAB_OLD","SAB_NORTH","N21","N21","2016-04-17T15:31:45",NA,"VR2AR",546072,"A69-1601-60536","Y","2017-05-05T14:18:47",2016,"A - Mud"," 46.2427133)",131.6
6,"SABMPA","SAB_OLD","SAB_NORTH","N20","N20","2016-04-17T15:36:19",NA,"VR2AR",546078,"A69-1601-60542","Y","2017-05-05T14:27:45",2016,"A - Mud"," 46.2385067)",131.1
7,"SABMPA","SAB_OLD","SAB_NORTH","N19","N19","2016-04-17T15:40:12",NA,"VR2AR",546079,"A69-1601-60543","Y","2017-05-05T14:36:40",2016,"A - Mud"," 46.2342133)",132.8
8,"SABMPA","SAB_OLD","SAB_NORTH","N18","N18","2016-04-17T15:44:02",NA,"VR2AR",546089,"A69-1601-60553","Y","2017-05-05T14:47:12",2016,"A - Mud"," 46.2311183)",127.6
9,"SABMPA","SAB_OLD","SAB_NORTH","N17","N17","2016-04-17T15:48:32",NA,"VR2AR",546083,"A69-1601-60547","Y","2017-05-05T14:56:12",2016,"A - Mud"," 46.22687)",127.6
10,"SABMPA","SAB_OLD","SAB_NORTH","N16","N16","2016-04-17T15:52:07",NA,"VR2AR",546080,"A69-1601-60544","Y","2017-05-05T15:04:28",2016,"A - Mud"," 46.2236)",126.2
11,"SABMPA","SAB_OLD","SAB_NORTH","N12","N12","2016-04-17T16:03:46",NA,"VR2AR",546082,"A69-1601-60546","Y","2017-05-05T15:14:02",2016,"A - Mud"," 46.219645)",129.6
12,"SABMPA","SAB_OLD","SAB_NORTH","N11","N11","2016-04-17T16:13:30",NA,"VR2AR",546071,"A69-1601-60535","Y","2017-05-05T15:21:53",2016,"A - Mud"," 46.2159367)",127.1
13,"SABMPA","SAB_OLD","SAB_NORTH","N10","N10","2016-04-17T16:22:05",NA,"VR2AR",546084,"A69-1601-60548","Y","2017-05-05T15:30:50",2016,"A - Mud"," 46.2115167)",124.8
14,"SABMPA","SAB_OLD","SAB_NORTH","N22","N22","2017-05-05T14:14:32",NA,"VR2AR",545765,"A69-1601-60229","Y","2018-06-10T13:17:54",2017,"A - Mud"," 46.2465883)",141.4
15,"SABMPA","SAB_OLD","SAB_NORTH","N21","N21","2017-05-05T14:18:47",NA,"VR2AR",545784,"A69-1601-60248","Y","2018-06-10T13:26:32",2017,"A - Mud"," 46.2419083)",131.6
16,"SABMPA","SAB_OLD","SAB_NORTH","N20","N20","2017-05-05T14:27:45",NA,"VR2AR",545773,"A69-1601-60237","Y","2018-06-10T13:35:45",2017,"A - Mud"," 46.2383633)",131.1
17,"SABMPA","SAB_OLD","SAB_NORTH","N19","N19","2017-05-05T14:36:40",NA,"VR2AR",546074,"A69-1601-60538","Y","2018-06-10T13:44:42",2017,"A - Mud"," 46.2343883)",132.8
18,"SABMPA","SAB_OLD","SAB_NORTH","N18","N18","2017-05-05T14:47:12",NA,"VR2AR",545778,"A69-1601-60242","Y","2018-06-10T13:54:05",2017,"A - Mud"," 46.230845)",129.2
19,"SABMPA","SAB_OLD","SAB_NORTH","N17","N17","2017-05-05T14:56:12",NA,"VR2AR",546072,"A69-1601-60536","Y","2018-06-10T14:03:11",2017,"A - Mud"," 46.2269667)",127.6
20,"SABMPA","SAB_OLD","SAB_NORTH","N16","N16","2017-05-05T15:04:28",NA,"VR2AR",546078,"A69-1601-60542","Y","2018-06-10T14:10:56",2017,"A - Mud"," 46.2235067)",126.2
21,"SABMPA","SAB_OLD","SAB_NORTH","N12","N12","2017-05-05T15:14:02",NA,"VR2AR",546079,"A69-1601-60543","Y","2018-06-10T14:19:33",2017,"A - Mud"," 46.2194033)",129.6
22,"SABMPA","SAB_OLD","SAB_NORTH","N11","N11","2017-05-05T15:21:53",NA,"VR2AR",546089,"A69-1601-60553","Y","2018-06-10T14:28:47",2017,"A - Mud"," 46.2158183)",127.1
23,"SABMPA","SAB_OLD","SAB_NORTH","N10","N10","2017-05-05T15:30:50",NA,"VR2AR",546083,"A69-1601-60547","Y","2018-06-10T14:38:20",2017,"A - Mud"," 46.211525)",124.8
24,"SABMPA","SAB_OLD","SAB_NORTH","N123","N23","2018-06-10T13:17:54",NA,"VR2AR",545769,"A69-1601-60233","Y","2019-08-07T13:56:00",2018,"A - Mud"," 46.24664)",141.4
25,"SABMPA","SAB_OLD","SAB_NORTH","N122","N22","2018-06-10T13:26:32",NA,"VR2AR",545766,"A69-1601-60230","Y","2019-08-07T14:03:00",2018,"A - Mud"," 46.24223)",131.6
26,"SABMPA","SAB_OLD","SAB_NORTH","N121","N21","2018-06-10T13:35:45",NA,"VR2AR",545771,"A69-1601-60235","Y","2019-08-07T14:11:00",2018,"A - Mud"," 46.23842)",131.1
27,"SABMPA","SAB_OLD","SAB_NORTH","N120","N20","2018-06-10T13:44:42",NA,"VR2AR",545765,"A69-1601-60229","Y","2019-08-07T14:19:00",2018,"A - Mud"," 46.23446)",132.8
28,"SABMPA","SAB_OLD","SAB_NORTH","N119","N19","2018-06-10T13:54:05",NA,"VR2AR",545784,"A69-1601-60248","Y","2019-08-07T14:28:00",2018,"A - Mud"," 46.23071)",127.6
29,"SABMPA","SAB_OLD","SAB_NORTH","N118","N18","2018-06-10T14:03:11",NA,"VR2AR",545773,"A69-1601-60237","Y","2019-08-07T14:37:00",2018,"A - Mud"," 46.22689)",127.6
30,"SABMPA","SAB_OLD","SAB_NORTH","N117","N17","2018-06-10T14:10:56",NA,"VR2AR",546074,"A69-1601-60538","Y","2019-08-07T14:45:00",2018,"A - Mud"," 46.22347)",126.2
31,"SABMPA","SAB_OLD","SAB_NORTH","N116","N16","2018-06-10T14:19:33",NA,"VR2AR",545778,"A69-1601-60242","Y","2019-08-07T14:52:00",2018,"A - Mud"," 46.21945)",129.6
32,"SABMPA","SAB_OLD","SAB_NORTH","N115","N15","2018-06-10T14:28:47",NA,"VR2AR",546072,"A69-1601-60536","Y","2019-08-07T15:00:00",2018,"A - Mud"," 46.21575)",127.1
33,"SABMPA","SAB_OLD","SAB_NORTH","N114","N14","2018-06-10T14:38:20",NA,"VR2AR",546078,"A69-1601-60542","Y","2019-08-07T15:08:00",2018,"A - Mud"," 46.2114)",124.8
34,"SABMPA","SAB_OLD","SAB_NORTH","N123","N23","2019-08-07T13:54:00",NA,"VR2AR",545761,"A69-1601-60225","Y","2020-08-22T16:39:00",2019,"A - Mud"," 46.24656)",141.4
35,"SABMPA","SAB_OLD","SAB_NORTH","N122","N22","2019-08-07T14:00:00",NA,"VR2AR",545713,"A69-1601-60177","Y","2020-08-22T16:50:00",2019,"A - Mud"," 46.24222)",131.6
36,"SABMPA","SAB_OLD","SAB_NORTH","N121","N21","2019-08-07T14:09:00",NA,"VR2AR",545769,"A69-1601-60233","Y","2020-08-22T17:00:00",2019,"A - Mud"," 46.23849)",131.1
37,"SABMPA","SAB_OLD","SAB_NORTH","N120","N20","2019-08-07T14:18:00",NA,"VR2AR",545766,"A69-1601-60230","Y","2020-08-22T17:09:00",2019,"A - Mud"," 46.23442)",132.8
38,"SABMPA","SAB_OLD","SAB_NORTH","N119","N19","2019-08-07T14:26:00",NA,"VR2AR",545771,"A69-1601-60235","Y","2020-08-22T17:18:00",2019,"A - Mud"," 46.23095)",127.6
39,"SABMPA","SAB_OLD","SAB_NORTH","N118","N18","2019-08-07T14:35:00",NA,"VR2AR",545765,"A69-1601-60229","Y","2020-08-22T17:27:00",2019,"A - Mud"," 46.22684)",127.6
40,"SABMPA","SAB_OLD","SAB_NORTH","N117","N17","2019-08-07T14:43:00",NA,"VR2AR",545784,"A69-1601-60248","Y","2020-08-22T17:37:00",2019,"A - Mud"," 46.22362)",126.2
41,"SABMPA","SAB_OLD","SAB_NORTH","N116","N16","2019-08-07T14:50:00",NA,"VR2AR",545773,"A69-1601-60237","Y","2020-08-22T17:46:00",2019,"A - Mud"," 46.21948)",129.6
42,"SABMPA","SAB_OLD","SAB_NORTH","N115","N15","2019-08-07T14:58:00",NA,"VR2AR",546074,"A69-1601-60538","Y","2020-08-22T17:55:00",2019,"A - Mud"," 46.2159)",127.1
43,"SABMPA","SAB_OLD","SAB_NORTH","N114","N14","2019-08-07T15:07:00",NA,"VR2AR",545778,"A69-1601-60242","Y","2020-08-22T18:04:00",2019,"A - Mud"," 46.2117)",124.8
44,"SABMPA","SAB_OLD","SAB_NORTH","N123","N23","2020-08-22T16:39:00",NA,"VR2AR",545781,"A69-1601-60245","Y","2021-08-10T12:34:00",2020,"A - Mud"," 46.24656)",141.4
45,"SABMPA","SAB_OLD","SAB_NORTH","N122","N22","2020-08-22T16:54:00",NA,"VR2AR",545762,"A69-1601-60226","Y","2021-08-10T12:25:00",2020,"A - Mud"," 46.24222)",131.6
46,"SABMPA","SAB_OLD","SAB_NORTH","N121","N21","2020-08-22T17:00:00",NA,"VR2AR",545761,"A69-1601-60225","Y","2021-08-10T12:15:00",2020,"A - Mud"," 46.23849)",131.1
47,"SABMPA","SAB_OLD","SAB_NORTH","N120","N20","2020-08-22T17:10:00",NA,"VR2AR",545713,"A69-1601-60177","Y","2021-08-10T12:03:00",2020,"A - Mud"," 46.23442)",132.8
48,"SABMPA","SAB_OLD","SAB_NORTH","N119","N19","2020-08-22T17:19:00",NA,"VR2AR",545769,"A69-1601-60233","Y","2021-08-10T11:54:00",2020,"A - Mud"," 46.23095)",127.6
49,"SABMPA","SAB_OLD","SAB_NORTH","N118","N18","2020-08-22T17:27:00",NA,"VR2AR",545766,"A69-1601-60230","Y","2021-08-10T11:43:00",2020,"A - Mud"," 46.22684)",127.6
50,"SABMPA","SAB_OLD","SAB_NORTH","N117","N17","2020-08-22T17:39:00",NA,"VR2AR",545771,"A69-1601-60235","Y","2021-08-10T11:33:00",2020,"A - Mud"," 46.22362)",126.2
51,"SABMPA","SAB_OLD","SAB_NORTH","N116","N16","2020-08-22T17:47:00",NA,"VR2AR",545765,"A69-1601-60229","Y","2021-08-10T11:23:00",2020,"A - Mud"," 46.21948)",129.6
52,"SABMPA","SAB_OLD","SAB_NORTH","N115","N15","2020-08-22T17:55:00",NA,"VR2AR",545784,"A69-1601-60248","Y","2021-08-10T11:12:00",2020,"A - Mud"," 46.2159)",127.1
53,"SABMPA","SAB_OLD","SAB_NORTH","N114","N14","2020-08-22T18:05:00",NA,"VR2AR",545773,"A69-1601-60237","Y","2021-08-10T11:01:00",2020,"A - Mud"," 46.2117)",124.8
54,"SABMPA","SAB_OLD","SAB_NORTH","N1","N1","2015-05-11T00:00:00",NA,"VR2AR",545784,"A69-1601-60248","Y","2016-04-17T18:12:00",2015,"C - Till >50% cobbles/gravel"," 46.17733)",77.9
55,"SABMPA","SAB_OLD","SAB_NORTH","N2","N2","2015-05-11T00:00:00",NA,"VR2AR",545783,"A69-1601-60247","Y","2016-04-17T18:05:00",2015,"C - Till >50% cobbles/gravel"," 46.18117)",75.6
56,"SABMPA","SAB_OLD","SAB_NORTH","N3","N3","2015-05-11T00:00:00",NA,"VR2AR",545782,"A69-1601-60246","Y","2016-04-17T17:53:00",2015,"C - Till >50% cobbles/gravel"," 46.185)",80.5
57,"SABMPA","SAB_OLD","SAB_NORTH","N4","N4","2015-05-11T00:00:00",NA,"VR2AR",545763,"A69-1601-60227","Y","2016-04-17T17:37:00",2015,"C - Till >50% cobbles/gravel"," 46.18883)",84
58,"SABMPA","SAB_OLD","SAB_NORTH","N5","N5","2015-05-11T00:00:00",NA,"VR2AR",545774,"A69-1601-60238","Y","2016-04-17T17:15:00",2015,"C - Till >50% cobbles/gravel"," 46.19267)",92.1
59,"SABMPA","SAB_OLD","SAB_NORTH","N6","N6","2015-05-11T00:00:00",NA,"VR2AR",545767,"A69-1601-60231","Y","2016-04-17T17:05:00",2015,"C - Till >50% cobbles/gravel"," 46.1965)",95.5
60,"SABMPA","SAB_OLD","SAB_NORTH","N7","N7","2015-05-11T00:00:00",NA,"VR2AR",545777,"A69-1601-60241","Y","2016-04-17T16:55:15",2015,"C - Till >50% cobbles/gravel"," 46.20033)",100.3
61,"SABMPA","SAB_OLD","SAB_NORTH","N8","N8","2015-05-11T00:00:00",NA,"VR2AR",545760,"A69-1601-60224","Y","2016-04-17T16:40:00",2015,"C - Till >50% cobbles/gravel"," 46.20417)",108.7
62,"SABMPA","SAB_OLD","SAB_NORTH","N9","N9","2015-05-11T00:00:00",NA,"VR2AR",545775,"A69-1601-60239","Y","2016-04-17T16:37:00",2015,"C - Till >50% cobbles/gravel"," 46.208)",115.9
63,"SABMPA","SAB_OLD","SAB_SOUTH","S14","S14","2016-04-17T09:59:00",NA,"VR2AR",546076,"A69-1601-60540","Y","2017-05-05T08:21:36",2016,"C - Till >50% cobbles/gravel"," 46.02165)",94.4
64,"SABMPA","SAB_OLD","SAB_SOUTH","S15","S15","2016-04-17T10:04:36",NA,"VR2AR",546087,"A69-1601-60551","Y","2017-05-05T08:32:34",2016,"C - Till >50% cobbles/gravel"," 46.021665)",88.5
65,"SABMPA","SAB_OLD","SAB_SOUTH","S16","S16","2016-04-17T10:09:40",NA,"VR2AR",546086,"A69-1601-60550","Y","2017-05-05T08:46:02",2016,"C - Till >50% cobbles/gravel"," 46.02184)",93.9
66,"SABMPA","SAB_OLD","SAB_SOUTH","S17","S17","2016-04-17T10:14:32",NA,"VR2AR",546081,"A69-1601-60545","Y","2017-05-05T08:59:38",2016,"C - Till >50% cobbles/gravel"," 46.021775)",105.4
67,"SABMPA","SAB_OLD","SAB_NORTH","N09","N9","2016-04-17T16:32:45",NA,"VR2AR",546075,"A69-1601-60539","Y","2017-05-05T15:39:56",2016,"C - Till >50% cobbles/gravel"," 46.2079083)",115.9
68,"SABMPA","SAB_OLD","SAB_NORTH","N08","N8","2016-04-17T16:42:12",NA,"VR2AR",545779,"A69-1601-60243","Y","2017-05-05T15:48:59",2016,"C - Till >50% cobbles/gravel"," 46.203695)",108.7
69,"SABMPA","SAB_OLD","SAB_NORTH","N07","N7","2016-04-17T16:50:15",NA,"VR2AR",545768,"A69-1601-60232","Y","2017-05-05T15:57:27",2016,"C - Till >50% cobbles/gravel"," 46.2003167)",100.3
70,"SABMPA","SAB_OLD","SAB_NORTH","N06","N6","2016-04-17T16:59:18",NA,"VR2AR",545780,"A69-1601-60244","Y","2017-05-05T16:08:28",2016,"C - Till >50% cobbles/gravel"," 46.19661)",95.5
71,"SABMPA","SAB_OLD","SAB_NORTH","N05","N5","2016-04-17T17:10:48",NA,"VR2AR",545775,"A69-1601-60239","Y","2017-05-05T16:16:42",2016,"C - Till >50% cobbles/gravel"," 46.1924583)",92.1
72,"SABMPA","SAB_OLD","SAB_NORTH","N04","N4","2016-04-17T17:32:51",NA,"VR2AR",545772,"A69-1601-60236","Y","2017-05-05T16:24:56",2016,"C - Till >50% cobbles/gravel"," 46.18923)",84
73,"SABMPA","SAB_OLD","SAB_NORTH","N03","N3","2016-04-17T17:48:04",NA,"VR2AR",545760,"A69-1601-60224","Y","2017-05-05T16:34:27",2016,"C - Till >50% cobbles/gravel"," 46.1840083)",80.5
74,"SABMPA","SAB_OLD","SAB_NORTH","N02","N2","2016-04-17T18:01:04",NA,"VR2AR",545777,"A69-1601-60241","Y","2017-05-05T16:42:42",2016,"C - Till >50% cobbles/gravel"," 46.1812317)",75.6
75,"SABMPA","SAB_OLD","SAB_NORTH","N01","N1","2016-04-17T18:10:00",NA,"VR2AR",545767,"A69-1601-60231","Y","2017-05-05T16:52:00",2016,"C - Till >50% cobbles/gravel"," 46.17732)",77.9
76,"SABMPA","SAB_OLD","SAB_NORTH","N15","N15","2016-04-17T18:19:50",NA,"VR2AR",545774,"A69-1601-60238","Y","2017-05-05T17:00:52",2016,"C - Till >50% cobbles/gravel"," 46.1734283)",81.2
77,"SABMPA","SAB_OLD","SAB_SOUTH","S14","S14","2017-05-05T08:21:36",NA,"VR2AR",545714,"A69-1601-60178","Y","2018-06-10T07:50:24",2017,"C - Till >50% cobbles/gravel"," 46.0217467)",94.4
78,"SABMPA","SAB_OLD","SAB_SOUTH","S15","S15","2017-05-05T08:32:34",NA,"VR2AR",545575,"A69-1601-60039","Y","2018-06-10T07:57:51",2017,"C - Till >50% cobbles/gravel"," 46.0212983)",88.5
79,"SABMPA","SAB_OLD","SAB_SOUTH","S16","S16","2017-05-05T08:46:02",NA,"VR2AR",545577,"A69-1601-60041","Y","2018-06-10T08:17:11",2017,"C - Till >50% cobbles/gravel"," 46.0214783)",93.9
80,"SABMPA","SAB_OLD","SAB_SOUTH","S17","S17","2017-05-05T08:59:38",NA,"VR2AR",545571,"A69-1601-60035","Y","2018-06-10T08:26:02",2017,"C - Till >50% cobbles/gravel"," 46.0214883)",105.4
81,"SABMPA","SAB_OLD","SAB_NORTH","N9","N9","2017-05-05T15:39:56",NA,"VR2AR",546080,"A69-1601-60544","Y","2018-06-10T14:46:45",2017,"C - Till >50% cobbles/gravel"," 46.207945)",115.9
82,"SABMPA","SAB_OLD","SAB_NORTH","N8","N8","2017-05-05T15:48:59",NA,"VR2AR",546082,"A69-1601-60546","Y","2018-06-10T14:55:18",2017,"C - Till >50% cobbles/gravel"," 46.20403)",108.7
83,"SABMPA","SAB_OLD","SAB_NORTH","N7","N7","2017-05-05T15:57:27",NA,"VR2AR",546071,"A69-1601-60535","Y","2018-06-10T15:03:29",2017,"C - Till >50% cobbles/gravel"," 46.2003583)",100.3
84,"SABMPA","SAB_OLD","SAB_NORTH","N6","N6","2017-05-05T16:08:28",NA,"VR2AR",546084,"A69-1601-60548","Y","2018-06-10T15:11:15",2017,"C - Till >50% cobbles/gravel"," 46.19662)",95.5
85,"SABMPA","SAB_OLD","SAB_NORTH","N5","N5","2017-05-05T16:16:42",NA,"VR2AR",546075,"A69-1601-60539","Y","2018-06-10T15:22:17",2017,"C - Till >50% cobbles/gravel"," 46.1925033)",92.1
86,"SABMPA","SAB_OLD","SAB_NORTH","N4","N4","2017-05-05T16:24:56",NA,"VR2AR",545779,"A69-1601-60243","Y","2018-06-10T15:30:00",2017,"C - Till >50% cobbles/gravel"," 46.1890517)",84
87,"SABMPA","SAB_OLD","SAB_NORTH","N3","N3","2017-05-05T16:34:27",NA,"VR2AR",545768,"A69-1601-60232","Y","2018-06-10T15:40:10",2017,"C - Till >50% cobbles/gravel"," 46.1838233)",80.5
88,"SABMPA","SAB_OLD","SAB_NORTH","N2","N2","2017-05-05T16:42:42",NA,"VR2AR",545780,"A69-1601-60244","Y","2018-06-10T15:48:37",2017,"C - Till >50% cobbles/gravel"," 46.1814467)",75.6
89,"SABMPA","SAB_OLD","SAB_NORTH","N1","N1","2017-05-05T16:52:00",NA,"VR2AR",545775,"A69-1601-60239","Y","2018-06-10T15:58:09",2017,"C - Till >50% cobbles/gravel"," 46.1773633)",77.9
90,"SABMPA","SAB_OLD","SAB_NORTH","N15","N15","2017-05-05T17:00:52",NA,"VR2AR",545772,"A69-1601-60236","Y","2018-06-10T16:07:00",2017,"C - Till >50% cobbles/gravel"," 46.1734883)",81.2
91,"SABMPA","SAB_OLD","SAB_SOUTH","S101","S1","2018-06-10T07:50:24",NA,"VR2AR",547101,"A69-1601-61565","Y","2019-08-07T08:30:00",2018,"C - Till >50% cobbles/gravel"," 46.02183)",94.4
92,"SABMPA","SAB_OLD","SAB_SOUTH","S102","S2","2018-06-10T07:57:51",NA,"VR2AR",547103,"A69-1601-61567","Y","2019-08-07T08:46:00",2018,"C - Till >50% cobbles/gravel"," 46.02143)",88.5
93,"SABMPA","SAB_OLD","SAB_SOUTH","S103","S3","2018-06-10T08:17:11",NA,"VR2AR",545714,"A69-1601-60178","Y","2019-08-07T08:58:00",2018,"C - Till >50% cobbles/gravel"," 46.02125)",93.9
94,"SABMPA","SAB_OLD","SAB_SOUTH","S104","S4","2018-06-10T08:26:02",NA,"VR2AR",547102,"A69-1601-61566","Y","2019-08-07T09:08:00",2018,"C - Till >50% cobbles/gravel"," 46.02141)",105.4
95,"SABMPA","SAB_OLD","SAB_NORTH","N113","N13","2018-06-10T14:46:45",NA,"VR2AR",546079,"A69-1601-60543","Y","2019-08-07T15:15:00",2018,"C - Till >50% cobbles/gravel"," 46.20791)",115.9
96,"SABMPA","SAB_OLD","SAB_NORTH","N112","N12","2018-06-10T14:55:18",NA,"VR2AR",546089,"A69-1601-60553","Y","2019-08-07T15:23:00",2018,"C - Till >50% cobbles/gravel"," 46.20397)",108.7
97,"SABMPA","SAB_OLD","SAB_NORTH","N111","N11","2018-06-10T15:03:29",NA,"VR2AR",546083,"A69-1601-60547","Y","2019-08-07T15:31:00",2018,"C - Till >50% cobbles/gravel"," 46.20018)",100.3
98,"SABMPA","SAB_OLD","SAB_NORTH","N110","N10","2018-06-10T15:11:15",NA,"VR2AR",546080,"A69-1601-60544","Y","2019-08-07T15:38:00",2018,"C - Till >50% cobbles/gravel"," 46.19661)",95.5
99,"SABMPA","SAB_OLD","SAB_NORTH","N109","N9","2018-06-10T15:22:17",NA,"VR2AR",546082,"A69-1601-60546","Y","2019-08-07T15:46:00",2018,"C - Till >50% cobbles/gravel"," 46.1926)",92.1
100,"SABMPA","SAB_OLD","SAB_NORTH","N108","N8","2018-06-10T15:30:00",NA,"VR2AR",546071,"A69-1601-60535","Y","2019-08-07T15:55:00",2018,"C - Till >50% cobbles/gravel"," 46.18883)",84
101,"SABMPA","SAB_OLD","SAB_NORTH","N107","N7","2018-06-10T15:40:10",NA,"VR2AR",546084,"A69-1601-60548","Y","2019-08-07T16:04:00",2018,"C - Till >50% cobbles/gravel"," 46.18363)",80.5
102,"SABMPA","SAB_OLD","SAB_NORTH","N106","N6","2018-06-10T15:48:37",NA,"VR2AR",546075,"A69-1601-60539","Y","2019-08-07T16:12:00",2018,"C - Till >50% cobbles/gravel"," 46.18099)",75.6
103,"SABMPA","SAB_OLD","SAB_NORTH","N105","N5","2018-06-10T15:58:09",NA,"VR2AR",545779,"A69-1601-60243","Y","2019-08-07T16:22:00",2018,"C - Till >50% cobbles/gravel"," 46.17711)",77.9
104,"SABMPA","SAB_OLD","SAB_NORTH","N104","N4","2018-06-10T16:07:00",NA,"VR2AR",545768,"A69-1601-60232","Y","2019-08-07T16:34:00",2018,"C - Till >50% cobbles/gravel"," 46.17312)",81.2
105,"SABMPA","SAB_OLD","SAB_SOUTH","S102","S2","2019-08-07T08:38:00",NA,"VR2AR",546355,"A69-1601-60819","Y","2020-08-22T09:46:00",2019,"C - Till >50% cobbles/gravel"," 46.02146)",88.5
106,"SABMPA","SAB_OLD","SAB_SOUTH","S103","S3","2019-08-07T08:51:00",NA,"VR2AR",547101,"A69-1601-61565","Y","2020-08-22T10:20:00",2019,"C - Till >50% cobbles/gravel"," 46.02145)",93.9
