"X","OTN_ARRAY","OTN_ARRAY_2","OTN_ARRAY_3","STATION_NO","STATION_NO2","DEPLOY_DATE_TIME_UTC","BOTTOM_DEPTH","INS_MODEL_NO","RECEIVER_SN","RECEIVER_TAG_ID","RECOVERED","RECOVER_DATE_TIME_UTC","YEAR_DEPLOYED","Assigned_c","X.1","depth"
214,"SABMPA","SAB_OLD","SAB_SOUTH","S114","S14","2018-06-10T10:06:28",NA,"VR2AR",546090,"A69-1601-60554","Y","2019-08-07T10:41:00",2018,"A - Mud"," 46.02174)",134
215,"SABMPA","SAB_OLD","SAB_SOUTH","S115","S15","2018-06-10T10:15:09",NA,"VR2AR",546077,"A69-1601-60541","Y","2019-08-07T10:49:00",2018,"A - Mud"," 46.02187)",139.6
216,"SABMPA","SAB_OLD","SAB_SOUTH","S116","S16","2018-06-10T10:23:50",NA,"VR2AR",546073,"A69-1601-60537","Y","2019-08-07T10:58:00",2018,"A - Mud"," 46.02196)",146.3
217,"SABMPA","SAB_OLD","SAB_SOUTH","S117","S17","2018-06-10T10:33:46",NA,"VR2AR",545764,"A69-1601-60228","Y","2019-08-07T11:06:00",2018,"A - Mud"," 46.0218)",150.8
218,"SABMPA","SAB_OLD","SAB_SOUTH","S118","S18","2018-06-10T10:42:29",NA,"VR2AR",546085,"A69-1601-60549","Y","2019-08-07T11:15:00",2018,"A - Mud"," 46.02168)",147.9
219,"SABMPA","SAB_OLD","SAB_SOUTH","S119","S19","2018-06-10T10:51:26",NA,"VR2AR",545770,"A69-1601-60234","Y","2019-08-07T11:23:00",2018,"A - Mud"," 46.02167)",116.5
220,"SABMPA","SAB_OLD","SAB_SOUTH","S122","S22","2018-06-10T11:17:23",NA,"VR2AR",545761,"A69-1601-60225","Y","2019-08-07T11:48:00",2018,"A - Mud"," 46.02174)",132.4
221,"SABMPA","SAB_OLD","SAB_SOUTH","S123","S23","2018-06-10T11:25:52",NA,"VR2AR",545713,"A69-1601-60177","Y","2019-08-07T11:58:00",2018,"A - Mud"," 46.02181)",140.1
222,"SABMPA","SAB_OLD","SAB_SOUTH","S105","S5","2019-08-07T09:14:00",NA,"VR2AR",545714,"A69-1601-60178","Y","2020-08-22T10:42:00",2019,"A - Mud"," 46.02084)",109.3
223,"SABMPA","SAB_OLD","SAB_SOUTH","S106","S6","2019-08-07T09:25:00",NA,"VR2AR",547102,"A69-1601-61566","Y","2020-08-22T10:52:00",2019,"A - Mud"," 46.02144)",113.2
224,"SABMPA","SAB_OLD","SAB_SOUTH","S107","S7","2019-08-07T09:34:00",NA,"VR2AR",545575,"A69-1601-60039","Y","2020-08-22T11:03:00",2019,"A - Mud"," 46.02138)",117.5
225,"SABMPA","SAB_OLD","SAB_SOUTH","S108","S8","2019-08-07T09:44:00",NA,"VR2AR",545577,"A69-1601-60041","Y","2020-08-22T11:13:00",2019,"A - Mud"," 46.02179)",119.2
226,"SABMPA","SAB_OLD","SAB_SOUTH","S109","S9","2019-08-07T09:52:00",NA,"VR2AR",545571,"A69-1601-60035","Y","2020-08-22T11:24:00",2019,"A - Mud"," 46.02184)",120.1
227,"SABMPA","SAB_OLD","SAB_SOUTH","S110","S10","2019-08-07T10:06:00",NA,"VR2AR",546076,"A69-1601-60540","Y","2020-08-22T11:33:00",2019,"A - Mud"," 46.02172)",137.2
228,"SABMPA","SAB_OLD","SAB_SOUTH","S111","S11","2019-08-07T10:15:00",NA,"VR2AR",545570,"A69-1601-60034","Y","2020-08-22T11:42:00",2019,"A - Mud"," 46.02175)",148.9
229,"SABMPA","SAB_OLD","SAB_SOUTH","S112","S12","2019-08-07T10:22:00",NA,"VR2AR",546087,"A69-1601-60551","Y","2020-08-22T11:52:00",2019,"A - Mud"," 46.02187)",148.9
230,"SABMPA","SAB_OLD","SAB_SOUTH","S113","S13","2019-08-07T10:31:00",NA,"VR2AR",546086,"A69-1601-60550","Y","2020-08-22T12:05:00",2019,"A - Mud"," 46.02172)",157.3
231,"SABMPA","SAB_OLD","SAB_SOUTH","S114","S14","2019-08-07T10:39:00",NA,"VR2AR",546081,"A69-1601-60545","Y","2020-08-22T12:14:00",2019,"A - Mud"," 46.02179)",134
232,"SABMPA","SAB_OLD","SAB_SOUTH","S115","S15","2019-08-07T10:47:00",NA,"VR2AR",546088,"A69-1601-60552","Y","2020-08-22T12:34:00",2019,"A - Mud"," 46.02154)",139.6
233,"SABMPA","SAB_OLD","SAB_SOUTH","S116","S16","2019-08-07T10:55:00",NA,"VR2AR",546090,"A69-1601-60554","Y","2020-08-22T12:44:00",2019,"A - Mud"," 46.02187)",146.3
234,"SABMPA","SAB_OLD","SAB_SOUTH","S118","S18","2019-08-07T11:13:00",NA,"VR2AR",546073,"A69-1601-60537","Y","2020-08-22T13:17:00",2019,"A - Mud"," 46.02175)",147.9
235,"SABMPA","SAB_OLD","SAB_SOUTH","S119","S19","2019-08-07T11:21:00",NA,"VR2AR",545764,"A69-1601-60228","Y","2020-08-22T13:36:00",2019,"A - Mud"," 46.02158)",116.5
236,"SABMPA","SAB_OLD","SAB_SOUTH","S122","S22","2019-08-07T11:46:00",NA,"VR2AR",545781,"A69-1601-60245","Y","2020-08-22T14:21:00",2019,"A - Mud"," 46.02172)",132.4
237,"SABMPA","SAB_OLD","SAB_SOUTH","S123","S23","2019-08-07T11:54:00",NA,"VR2AR",545762,"A69-1601-60226","Y","2020-08-22T14:30:00",2019,"A - Mud"," 46.02164)",140.1
238,"SABMPA","SAB_OLD","SAB_SOUTH","S105","S5","2020-08-22T10:45:00",NA,"VR2AR",547101,"A69-1601-61565","Y","2021-08-10T17:16:00",2020,"A - Mud"," 46.02084)",109.3
239,"SABMPA","SAB_OLD","SAB_SOUTH","S106","S6","2020-08-22T10:56:00",NA,"VR2AR",547103,"A69-1601-61567","Y","2021-08-10T17:26:00",2020,"A - Mud"," 46.02144)",113.2
240,"SABMPA","SAB_OLD","SAB_SOUTH","S107","S7","2020-08-22T11:05:00",NA,"VR2AR",545714,"A69-1601-60178","Y","2021-08-10T17:35:00",2020,"A - Mud"," 46.02138)",117.5
241,"SABMPA","SAB_OLD","SAB_SOUTH","S108","S8","2020-08-22T11:17:00",NA,"VR2AR",547102,"A69-1601-61566","Y","2021-08-10T17:44:00",2020,"A - Mud"," 46.02179)",119.2
242,"SABMPA","SAB_OLD","SAB_SOUTH","S109","S9","2020-08-22T11:27:00",NA,"VR2AR",545575,"A69-1601-60039","Y","2021-08-10T17:52:00",2020,"A - Mud"," 46.02184)",120.1
243,"SABMPA","SAB_OLD","SAB_SOUTH","S110","S10","2020-08-22T11:35:00",NA,"VR2AR",545577,"A69-1601-60041","Y","2021-08-10T18:03:00",2020,"A - Mud"," 46.02172)",137.2
244,"SABMPA","SAB_OLD","SAB_SOUTH","S111","S11","2020-08-22T11:45:00",NA,"VR2AR",545571,"A69-1601-60035","Y","2021-08-10T18:13:00",2020,"A - Mud"," 46.02175)",148.9
245,"SABMPA","SAB_OLD","SAB_SOUTH","S112","S12","2020-08-22T11:55:00",NA,"VR2AR",546076,"A69-1601-60540","Y","2021-08-10T18:23:00",2020,"A - Mud"," 46.02187)",148.9
246,"SABMPA","SAB_OLD","SAB_SOUTH","S113","S13","2020-08-22T12:04:00",NA,"VR2AR",545570,"A69-1601-60034","Y","2021-08-10T18:34:00",2020,"A - Mud"," 46.02172)",157.3
247,"SABMPA","SAB_OLD","SAB_SOUTH","S114","S14","2020-08-22T12:17:00",NA,"VR2AR",546087,"A69-1601-60551","Y","2021-08-10T18:44:00",2020,"A - Mud"," 46.02179)",134
248,"SABMPA","SAB_OLD","SAB_SOUTH","S115","S15","2020-08-22T12:34:00",NA,"VR2AR",546086,"A69-1601-60550","Y","2021-08-10T18:56:00",2020,"A - Mud"," 46.02154)",139.6
249,"SABMPA","SAB_OLD","SAB_SOUTH","S116","S16","2020-08-22T12:44:00",NA,"VR2AR",546081,"A69-1601-60545","Y","2021-08-10T19:06:00",2020,"A - Mud"," 46.02187)",146.3
250,"SABMPA","SAB_OLD","SAB_SOUTH","S117","S17","2020-08-22T13:04:00",NA,"VR2AR",546088,"A69-1601-60552","Y","2021-08-10T19:16:00",2020,"A - Mud"," 46.02195)",150.8
251,"SABMPA","SAB_OLD","SAB_SOUTH","S118","S18","2020-08-22T13:17:00",NA,"VR2AR",546090,"A69-1601-60554","Y","2021-08-10T19:25:00",2020,"A - Mud"," 46.02175)",147.9
252,"SABMPA","SAB_OLD","SAB_SOUTH","S119","S19","2020-08-22T13:40:00",NA,"VR2AR",546073,"A69-1601-60537","Y","2021-08-10T19:35:00",2020,"A - Mud"," 46.02158)",116.5
253,"SABMPA","SAB_OLD","SAB_SOUTH","S122","S22","2020-08-22T14:22:00",NA,"VR2AR",545770,"A69-1601-60234","Y","2021-08-10T20:03:00",2020,"A - Mud"," 46.02172)",132.4
254,"SABMPA","SAB_NEW","SAB_NEW","2021_46","2021_46","2021-08-10T14:33:00",NA,"VR2AR",550747,"A69-1601-60848","Y","2022-08-06T09:12:00",2021,"A - Mud"," 46.10146)",154.8
255,"SABMPA","SAB_NEW","SAB_NEW","2021_45","2021_45","2021-08-10T14:38:00",NA,"VR2AR",550748,"A69-1601-60849","Y","2022-08-06T09:22:00",2021,"A - Mud"," 46.09688)",154.8
256,"SABMPA","SAB_NEW","SAB_NEW","2021_44","2021_44","2021-08-10T14:43:00",NA,"VR2AR",550752,"A69-1601-60853","Y","2022-08-06T09:34:00",2021,"A - Mud"," 46.09175)",149.7
257,"SABMPA","SAB_NEW","SAB_NEW","2021_43","2021_43","2021-08-10T14:47:00",NA,"VR2AR",550754,"A69-1601-60855","Y","2022-08-06T09:42:00",2021,"A - Mud"," 46.08696)",143.5
258,"SABMPA","SAB_NEW","SAB_NEW","2021_42","2021_42","2021-08-10T14:51:00",NA,"VR2AR",550746,"A69-1601-60847","Y","2022-08-06T09:52:00",2021,"A - Mud"," 46.08203)",146.1
259,"SABMPA","SAB_NEW","SAB_NEW","2021_41","2021_41","2021-08-10T14:55:00",NA,"VR2AR",550750,"A69-1601-60851","Y","2022-08-06T10:01:00",2021,"A - Mud"," 46.07704)",151.6
260,"SABMPA","SAB_NEW","SAB_NEW","2021_40","2021_40","2021-08-10T14:59:00",NA,"VR2AR",546082,"A69-1601-60546","Y","2022-08-06T10:11:00",2021,"A - Mud"," 46.07238)",150.4
261,"SABMPA","SAB_NEW","SAB_NEW","2021_39","2021_39","2021-08-10T15:04:00",NA,"VR2AR",546084,"A69-1601-60548","Y","2022-08-06T10:21:00",2021,"A - Mud"," 46.06738)",163.4
262,"SABMPA","SAB_NEW","SAB_NEW","2021_38","2021_38","2021-08-10T15:08:00",NA,"VR2AR",546089,"A69-1601-60553","Y","2022-08-06T10:30:00",2021,"A - Mud"," 46.06263)",157.4
263,"SABMPA","SAB_NEW","SAB_NEW","2021_37","2021_37","2021-08-10T15:13:00",NA,"VR2AR",546083,"A69-1601-60547","Y","2022-08-06T10:41:00",2021,"A - Mud"," 46.05776)",145.3
264,"SABMPA","SAB_NEW","SAB_NEW","2021_32","2021_32","2021-08-10T15:35:00",NA,"VR2AR",546079,"A69-1601-60543","Y","2022-08-06T11:31:00",2021,"A - Mud"," 46.03277)",151.2
265,"SABMPA","SAB_NEW","SAB_NEW","2021_31","2021_31","2021-08-10T15:39:00",NA,"VR2AR",546075,"A69-1601-60539","Y","2022-08-06T11:42:00",2021,"A - Mud"," 46.02784)",148.9
266,"SABMPA","SAB_NEW","SAB_NEW","2021_30","2021_30","2021-08-10T15:43:00",NA,"VR2AR",545779,"A69-1601-60243","Y","2022-08-06T11:52:00",2021,"A - Mud"," 46.02283)",148.9
267,"SABMPA","SAB_NEW","SAB_NEW","2021_29","2021_29","2021-08-10T15:48:00",NA,"VR2AR",545784,"A69-1601-60248","Y","2022-08-06T12:02:00",2021,"A - Mud"," 46.01794)",142.8
268,"SABMPA","SAB_NEW","SAB_NEW","2021_28","2021_28","2021-08-10T15:52:00",NA,"VR2AR",545773,"A69-1601-60237","Y","2022-08-06T12:12:00",2021,"A - Mud"," 46.01304)",142.8
269,"SABMPA","SAB_NEW","SAB_NEW","2021_27","2021_27","2021-08-10T15:56:00",NA,"VR2AR",546072,"A69-1601-60536","Y","2022-08-06T12:22:00",2021,"A - Mud"," 46.00815)",120.4
270,"SABMPA","SAB_NEW","SAB_NEW","2021_26","2021_26","2021-08-10T16:01:00",NA,"VR2AR",546078,"A69-1601-60542","Y","2022-08-06T12:32:00",2021,"A - Mud"," 46.00319)",119.2
271,"SABMPA","SAB_NEW","SAB_NEW","2021_24","2021_24","2021-08-10T16:10:00",NA,"VR2AR",545765,"A69-1601-60229","Y","2022-08-06T12:52:00",2021,"A - Mud"," 45.99334)",117.8
272,"SABMPA","SAB_NEW","SAB_NEW","2021_23","2021_23","2021-08-10T21:19:00",NA,"VR2AR",546081,"A69-1601-60545","Y","2022-08-06T13:02:00",2021,"A - Mud"," 45.98809)",117.7
273,"SABMPA","SAB_NEW","SAB_NEW","2021_21","2021_21","2021-08-10T21:29:00",NA,"VR2AR",545571,"A69-1601-60035","Y","2022-08-06T13:26:00",2021,"A - Mud"," 45.98802)",111.8
274,"SABMPA","SAB_NEW","SAB_NEW","2021_20","2021_20","2021-08-10T21:34:00",NA,"VR2AR",547102,"A69-1601-61566","Y","2022-08-06T13:37:00",2021,"A - Mud"," 45.98801)",109.5
275,"SABMPA","SAB_NEW","SAB_NEW","2021_19","2021_19","2021-08-10T21:39:00",NA,"VR2AR",545714,"A69-1601-60178","Y","2022-08-06T13:48:00",2021,"A - Mud"," 45.98798)",104.1
276,"SABMPA","SAB_NEW","SAB_NEW","2021_18","2021_18","2021-08-10T21:44:00",NA,"VR2AR",545570,"A69-1601-60034","Y","2022-08-06T13:58:00",2021,"A - Mud"," 45.98794)",103.5
277,"SABMPA","SAB_NEW","SAB_NEW","2021_46","2021_46","2022-08-06T09:12:00",NA,"VR2AR",552480,"A69-1601-60789","Y","2023-08-16T09:44:00",2022,"A - Mud"," 46.10146)",154.8
278,"SABMPA","SAB_NEW","SAB_NEW","2021_45","2021_45","2022-08-06T09:23:00",NA,"VR2AR",552429,"A69-1601-60473","Y","2023-08-16T09:53:00",2022,"A - Mud"," 46.09688)",154.8
279,"SABMPA","SAB_NEW","SAB_NEW","2021_44","2021_44","2022-08-06T09:33:00",NA,"VR2AR",552478,"A69-1601-60787","Y","2023-08-16T10:05:00",2022,"A - Mud"," 46.09175)",149.7
280,"SABMPA","SAB_NEW","SAB_NEW","2021_43","2021_43","2022-08-06T09:42:00",NA,"VR2AR",550748,"A69-1601-60849","Y","2023-08-16T10:14:00",2022,"A - Mud"," 46.08696)",143.5
281,"SABMPA","SAB_NEW","SAB_NEW","2021_41","2021_41","2022-08-06T10:02:00",NA,"VR2AR",550754,"A69-1601-60855","Y","2023-08-16T10:40:00",2022,"A - Mud"," 46.07704)",151.6
282,"SABMPA","SAB_NEW","SAB_NEW","2021_40","2021_40","2022-08-06T10:12:00",NA,"VR2AR",550746,"A69-1601-60847","Y","2023-08-16T10:52:00",2022,"A - Mud"," 46.07238)",150.4
283,"SABMPA","SAB_NEW","SAB_NEW","2021_39","2021_39","2022-08-06T10:22:00",NA,"VR2AR",550747,"A69-1601-60848","Y","2023-08-16T11:03:00",2022,"A - Mud"," 46.06738)",163.4
284,"SABMPA","SAB_NEW","SAB_NEW","2021_38","2021_38","2022-08-06T10:31:00",NA,"VR2AR",550750,"A69-1601-60851","Y","2023-08-16T11:14:00",2022,"A - Mud"," 46.06263)",157.4
285,"SABMPA","SAB_NEW","SAB_NEW","2021_37","2021_37","2022-08-06T10:42:00",NA,"VR2AR",546082,"A69-1601-60546","Y","2023-08-16T11:25:00",2022,"A - Mud"," 46.05776)",145.3
286,"SABMPA","SAB_NEW","SAB_NEW","2021_32","2021_32","2022-08-06T11:32:00",NA,"VR2AR",546080,"A69-1601-60544","Y","2023-08-16T12:17:00",2022,"A - Mud"," 46.03277)",151.2
287,"SABMPA","SAB_NEW","SAB_NEW","2021_31","2021_31","2022-08-06T11:42:00",NA,"VR2AR",546071,"A69-1601-60535","Y","2023-08-16T12:29:00",2022,"A - Mud"," 46.02784)",148.9
288,"SABMPA","SAB_NEW","SAB_NEW","2021_30","2021_30","2022-08-06T11:53:00",NA,"VR2AR",545778,"A69-1601-60242","Y","2023-08-16T12:41:00",2022,"A - Mud"," 46.02283)",148.9
289,"SABMPA","SAB_NEW","SAB_NEW","2021_29","2021_29","2022-08-06T12:03:00",NA,"VR2AR",546079,"A69-1601-60543","Y","2023-08-16T12:52:00",2022,"A - Mud"," 46.01794)",142.8
290,"SABMPA","SAB_NEW","SAB_NEW","2021_28","2021_28","2022-08-06T12:13:00",NA,"VR2AR",546075,"A69-1601-60539","Y","2023-08-16T13:04:00",2022,"A - Mud"," 46.01304)",142.8
291,"SABMPA","SAB_NEW","SAB_NEW","2021_27","2021_27","2022-08-06T12:23:00",NA,"VR2AR",545779,"A69-1601-60243","Y","2023-08-16T13:14:00",2022,"A - Mud"," 46.00815)",120.4
292,"SABMPA","SAB_NEW","SAB_NEW","2021_26","2021_26","2022-08-06T12:33:00",NA,"VR2AR",545784,"A69-1601-60248","Y","2023-08-16T13:26:00",2022,"A - Mud"," 46.00319)",119.2
293,"SABMPA","SAB_NEW","SAB_NEW","2021_24","2021_24","2022-08-06T12:53:00",NA,"VR2AR",546072,"A69-1601-60536","Y","2023-08-16T13:46:00",2022,"A - Mud"," 45.99334)",117.8
294,"SABMPA","SAB_NEW","SAB_NEW","2021_23","2021_23","2022-08-06T13:03:00",NA,"VR2AR",546078,"A69-1601-60542","Y","2023-08-16T13:54:00",2022,"A - Mud"," 45.98809)",117.7
295,"SABMPA","SAB_NEW","SAB_NEW","2021_21","2021_21","2022-08-06T13:27:00",NA,"VR2AR",545765,"A69-1601-60229","Y","2023-08-16T14:15:00",2022,"A - Mud"," 45.98802)",111.8
296,"SABMPA","SAB_NEW","SAB_NEW","2021_20","2021_20","2022-08-06T13:38:00",NA,"VR2AR",546081,"A69-1601-60545","Y","2023-08-16T14:28:00",2022,"A - Mud"," 45.98801)",109.5
297,"SABMPA","SAB_NEW","SAB_NEW","2021_19","2021_19","2022-08-06T13:48:00",NA,"VR2AR",545771,"A69-1601-60235","Y","2023-08-16T14:38:00",2022,"A - Mud"," 45.98798)",104.1
298,"SABMPA","SAB_NEW","SAB_NEW","2021_18","2021_18","2022-08-06T13:58:00",NA,"VR2AR",545571,"A69-1601-60035","Y","2023-08-16T14:49:00",2022,"A - Mud"," 45.98794)",103.5
299,"SABMPA","SAB_NEW","SAB_NEW","2021_36","2021_36","2021-08-10T15:18:00",NA,"VR2AR",546074,"A69-1601-60538","Y","2022-08-06T10:51:00",2021,"B - Gravelly sand/mud <50% cobblles/gravel"," 46.05278)",129.6
300,"SABMPA","SAB_NEW","SAB_NEW","2021_35","2021_35","2021-08-10T15:22:00",NA,"VR2AR",546080,"A69-1601-60544","Y","2022-08-06T11:01:00",2021,"B - Gravelly sand/mud <50% cobblles/gravel"," 46.04759)",116
301,"SABMPA","SAB_NEW","SAB_NEW","2021_33","2021_33","2021-08-10T15:30:00",NA,"VR2AR",546071,"A69-1601-60535","Y","2022-08-06T11:21:00",2021,"B - Gravelly sand/mud <50% cobblles/gravel"," 46.03757)",134.7
302,"SABMPA","SAB_NEW","SAB_NEW","2021_25","2021_25","2021-08-10T16:05:00",NA,"VR2AR",545781,"A69-1601-60245","Y","2022-08-06T12:42:00",2021,"B - Gravelly sand/mud <50% cobblles/gravel"," 45.99811)",117.3
303,"SABMPA","SAB_NEW","SAB_NEW","2021_36","2021_36","2022-08-06T10:52:00",NA,"VR2AR",546084,"A69-1601-60548","Y","2023-08-16T11:36:00",2022,"B - Gravelly sand/mud <50% cobblles/gravel"," 46.05278)",129.6
304,"SABMPA","SAB_NEW","SAB_NEW","2021_35","2021_35","2022-08-06T11:02:00",NA,"VR2AR",546089,"A69-1601-60553","Y","2023-08-16T11:47:00",2022,"B - Gravelly sand/mud <50% cobblles/gravel"," 46.04759)",116
305,"SABMPA","SAB_NEW","SAB_NEW","2021_33","2021_33","2022-08-06T11:22:00",NA,"VR2AR",546074,"A69-1601-60538","Y","2023-08-16T12:07:00",2022,"B - Gravelly sand/mud <50% cobblles/gravel"," 46.03757)",134.7
306,"SABMPA","SAB_NEW","SAB_NEW","2021_25","2021_25","2022-08-06T12:43:00",NA,"VR2AR",545773,"A69-1601-60237","Y","2023-08-16T13:35:00",2022,"B - Gravelly sand/mud <50% cobblles/gravel"," 45.99811)",117.3
307,"SABMPA","SAB_NEW","SAB_NEW","2021_04","2021_04","2021-08-10T22:50:00",NA,"VR2AR",545766,"A69-1601-60230","Y","2022-08-06T17:29:00",2021,"A - Mud"," 45.98776)",83.3
308,"SABMPA","SAB_NEW","SAB_NEW","2021_02","2021_02","2021-08-10T23:00:00",NA,"VR2AR",545761,"A69-1601-60225","Y","2022-08-06T17:46:00",2021,"A - Mud"," 45.98769)",83.6
309,"SABMPA","SAB_NEW","SAB_NEW","2021_04","2021_04","2022-08-06T17:29:00",NA,"VR2AR",549709,"A69-1601-60278","Y","2023-08-16T17:05:00",2022,"A - Mud"," 45.98776)",83.3
310,"SABMPA","SAB_NEW","SAB_NEW","2021_34","2021_34","2021-08-10T15:26:00",NA,"VR2AR",545778,"A69-1601-60242","Y","2022-08-06T11:11:00",2021,"E - Gravel with crinoids"," 46.04268)",132.8
311,"SABMPA","SAB_NEW","SAB_NEW","2021_34","2021_34","2022-08-06T11:12:00",NA,"VR2AR",546083,"A69-1601-60547","Y","2023-08-16T11:56:00",2022,"E - Gravel with crinoids"," 46.04268)",132.8
312,"SABMPA","SAB_OLD","SAB_SOUTH","S21","S21","2016-04-17T13:19:44",NA,"VR2AR",545773,"A69-1601-60237","Y","2017-05-05T12:01:18",2016,"C - Till >50% cobbles/gravel"," 46.021775)",124.9
313,"SABMPA","SAB_OLD","SAB_SOUTH","S21","S21","2017-05-05T12:01:18",NA,"VR2AR",545769,"A69-1601-60233","Y","2018-06-10T11:07:54",2017,"C - Till >50% cobbles/gravel"," 46.0220317)",124.9
314,"SABMPA","SAB_OLD","SAB_SOUTH","S121","S21","2018-06-10T11:07:54",NA,"VR2AR",545762,"A69-1601-60226","Y","2019-08-07T11:40:00",2018,"C - Till >50% cobbles/gravel"," 46.02188)",124.9
315,"SABMPA","SAB_OLD","SAB_SOUTH","S120","S20","2019-08-07T11:30:00",NA,"VR2AR",546085,"A69-1601-60549","Y","2020-08-22T13:53:00",2019,"C - Till >50% cobbles/gravel"," 46.02172)",125.1
316,"SABMPA","SAB_OLD","SAB_SOUTH","S121","S21","2019-08-07T11:38:00",NA,"VR2AR",545770,"A69-1601-60234","Y","2020-08-22T14:11:00",2019,"C - Till >50% cobbles/gravel"," 46.02182)",124.9
317,"SABMPA","SAB_OLD","SAB_SOUTH","S120","S20","2020-08-22T13:54:00",NA,"VR2AR",545764,"A69-1601-60228","Y","2021-08-10T19:45:00",2020,"C - Till >50% cobbles/gravel"," 46.02172)",125.1
318,"SABMPA","SAB_OLD","SAB_SOUTH","S121","S21","2020-08-22T14:13:00",NA,"VR2AR",546085,"A69-1601-60549","Y","2021-08-10T19:54:00",2020,"C - Till >50% cobbles/gravel"," 46.02182)",124.9
319,"SABMPA","SAB_OLD","SAB_SOUTH","S20","S20","2016-04-17T20:41:45",NA,"VR2AR",545784,"A69-1601-60248","Y","2017-05-05T11:48:50",2016,"E - Gravel with crinoids"," 46.021635)",125.1
320,"SABMPA","SAB_OLD","SAB_SOUTH","S20","S20","2017-05-05T11:48:50",NA,"VR2AR",545713,"A69-1601-60177","Y","2018-06-10T10:59:47",2017,"E - Gravel with crinoids"," 46.0216117)",125.1
321,"SABMPA","SAB_OLD","SAB_SOUTH","S120","S20","2018-06-10T10:59:47",NA,"VR2AR",545781,"A69-1601-60245","Y","2019-08-07T11:32:00",2018,"E - Gravel with crinoids"," 46.02151)",125.1
322,"SABMPA","SAB_NEW","SAB_NEW","2021_22","2021_22","2021-08-10T21:25:00",NA,"VR2AR",545771,"A69-1601-60235","Y","2022-08-06T13:17:00",2021,"B - Gravelly sand/mud <50% cobblles/gravel"," 45.98806)",111.8
323,"SABMPA","SAB_NEW","SAB_NEW","2021_22","2021_22","2022-08-06T13:17:00",NA,"VR2AR",545781,"A69-1601-60245","Y","2023-08-16T14:05:00",2022,"B - Gravelly sand/mud <50% cobblles/gravel"," 45.98806)",111.8
