,OTN_ARRAY,OTN_ARRAY_2,OTN_ARRAY_3,STATION_NO,STATION_NO2,DEPLOY_LAT,DEPLOY_LONG,DEPLOY_DATE_TIME_UTC,BOTTOM_DEPTH,INS_MODEL_NO,RECEIVER_SN,RECEIVER_TAG_ID,RECOVERED,RECOVER_DATE_TIME_UTC,YEAR_DEPLOYED,Assigned_c,geometry,
107,SABMPA,SAB_OLD,SAB_SOUTH,S104,S4,46.0213,-59.05939,2019-08-07T09:05:00,NA,VR2AR,547103,A69-1601-61567,Y,2020-08-22T10:31:00,2019,C - Till >50% cobbles/gravel,c(-59.05939, 46.0213)
108,SABMPA,SAB_OLD,SAB_NORTH,N113,N13,46.20802,-59.13016,2019-08-07T15:13:00,NA,VR2AR,546072,A69-1601-60536,Y,2020-08-22T18:13:00,2019,C - Till >50% cobbles/gravel,c(-59.13016, 46.20802)
109,SABMPA,SAB_OLD,SAB_NORTH,N112,N12,46.20418,-59.14111,2019-08-07T15:23:00,NA,VR2AR,546078,A69-1601-60542,Y,2020-08-22T18:21:00,2019,C - Till >50% cobbles/gravel,c(-59.14111, 46.20418)
110,SABMPA,SAB_OLD,SAB_NORTH,N111,N11,46.20022,-59.15381,2019-08-07T15:29:00,NA,VR2AR,546079,A69-1601-60543,Y,2020-08-22T18:31:00,2019,C - Till >50% cobbles/gravel,c(-59.15381, 46.20022)
111,SABMPA,SAB_OLD,SAB_NORTH,N110,N10,46.19659,-59.16482,2019-08-07T15:36:00,NA,VR2AR,546089,A69-1601-60553,Y,2020-08-22T18:40:00,2019,C - Till >50% cobbles/gravel,c(-59.16482, 46.19659)
112,SABMPA,SAB_OLD,SAB_NORTH,N109,N9,46.19253,-59.17666,2019-08-07T15:45:00,NA,VR2AR,546083,A69-1601-60547,Y,2020-08-22T18:55:00,2019,C - Till >50% cobbles/gravel,c(-59.17666, 46.19253)
113,SABMPA,SAB_OLD,SAB_NORTH,N108,N8,46.18898,-59.18809,2019-08-07T15:54:00,NA,VR2AR,546080,A69-1601-60544,Y,2020-08-22T19:04:00,2019,C - Till >50% cobbles/gravel,c(-59.18809, 46.18898)
114,SABMPA,SAB_OLD,SAB_NORTH,N107,N7,46.18385,-59.20066,2019-08-07T16:02:00,NA,VR2AR,546082,A69-1601-60546,Y,2020-08-22T19:15:00,2019,C - Till >50% cobbles/gravel,c(-59.20066, 46.18385)
115,SABMPA,SAB_OLD,SAB_NORTH,N106,N6,46.18124,-59.21217,2019-08-07T16:10:00,NA,VR2AR,546071,A69-1601-60535,Y,2020-08-22T19:24:00,2019,C - Till >50% cobbles/gravel,c(-59.21217, 46.18124)
116,SABMPA,SAB_OLD,SAB_NORTH,N105,N5,46.17721,-59.22343,2019-08-07T16:21:00,NA,VR2AR,546084,A69-1601-60548,Y,2020-08-22T19:36:00,2019,C - Till >50% cobbles/gravel,c(-59.22343, 46.17721)
117,SABMPA,SAB_OLD,SAB_NORTH,N104,N4,46.17335,-59.23598,2019-08-07T16:32:00,NA,VR2AR,546075,A69-1601-60539,Y,2020-08-22T19:49:00,2019,C - Till >50% cobbles/gravel,c(-59.23598, 46.17335)
118,SABMPA,SAB_OLD,SAB_SOUTH,S102,S2,46.02146,-59.08555,2020-08-22T09:50:00,NA,VR2AR,549709,A69-1601-60278,Y,2021-08-10T16:40:00,2020,C - Till >50% cobbles/gravel,c(-59.08555, 46.02146)
119,SABMPA,SAB_OLD,SAB_SOUTH,S101,S1,46.02117,-59.0982,2020-08-22T10:07:00,NA,VR2AR,549710,A69-1601-60279,Y,2021-08-10T16:49:00,2020,C - Till >50% cobbles/gravel,c(-59.0982, 46.02117)
120,SABMPA,SAB_OLD,SAB_SOUTH,S103,S3,46.02145,-59.07284,2020-08-22T10:22:00,NA,VR2AR,549708,A69-1601-60277,Y,2021-08-10T16:58:00,2020,C - Till >50% cobbles/gravel,c(-59.07284, 46.02145)
121,SABMPA,SAB_OLD,SAB_SOUTH,S104,S4,46.0213,-59.05939,2020-08-22T10:33:00,NA,VR2AR,546355,A69-1601-60819,Y,2021-08-10T17:07:00,2020,C - Till >50% cobbles/gravel,c(-59.05939, 46.0213)
122,SABMPA,SAB_OLD,SAB_NORTH,N113,N13,46.20802,-59.13016,2020-08-22T18:15:00,NA,VR2AR,546074,A69-1601-60538,Y,2021-08-10T10:50:00,2020,C - Till >50% cobbles/gravel,c(-59.13016, 46.20802)
123,SABMPA,SAB_OLD,SAB_NORTH,N112,N12,46.20418,-59.14111,2020-08-22T18:22:00,NA,VR2AR,545778,A69-1601-60242,Y,2021-08-10T10:39:00,2020,C - Till >50% cobbles/gravel,c(-59.14111, 46.20418)
124,SABMPA,SAB_OLD,SAB_NORTH,N111,N11,46.20022,-59.15381,2020-08-22T18:31:00,NA,VR2AR,546072,A69-1601-60536,Y,2021-08-10T10:27:00,2020,C - Till >50% cobbles/gravel,c(-59.15381, 46.20022)
125,SABMPA,SAB_OLD,SAB_NORTH,N110,N10,46.19659,-59.16482,2020-08-22T18:40:00,NA,VR2AR,546078,A69-1601-60542,Y,2021-08-10T10:13:00,2020,C - Till >50% cobbles/gravel,c(-59.16482, 46.19659)
126,SABMPA,SAB_OLD,SAB_NORTH,N109,N9,46.19253,-59.17666,2020-08-22T18:57:00,NA,VR2AR,546079,A69-1601-60543,Y,2021-08-10T10:04:00,2020,C - Till >50% cobbles/gravel,c(-59.17666, 46.19253)
127,SABMPA,SAB_OLD,SAB_NORTH,N108,N8,46.18898,-59.18809,2020-08-22T19:06:00,NA,VR2AR,546089,A69-1601-60553,Y,2021-08-10T09:51:00,2020,C - Till >50% cobbles/gravel,c(-59.18809, 46.18898)
128,SABMPA,SAB_OLD,SAB_NORTH,N107,N7,46.18385,-59.20066,2020-08-22T19:15:00,NA,VR2AR,546083,A69-1601-60547,Y,2021-08-10T09:42:00,2020,C - Till >50% cobbles/gravel,c(-59.20066, 46.18385)
129,SABMPA,SAB_OLD,SAB_NORTH,N106,N6,46.18124,-59.21217,2020-08-22T19:25:00,NA,VR2AR,546080,A69-1601-60544,Y,2021-08-10T09:27:00,2020,C - Till >50% cobbles/gravel,c(-59.21217, 46.18124)
130,SABMPA,SAB_OLD,SAB_NORTH,N105,N5,46.17721,-59.22343,2020-08-22T19:36:00,NA,VR2AR,546082,A69-1601-60546,Y,2021-08-10T09:18:00,2020,C - Till >50% cobbles/gravel,c(-59.22343, 46.17721)
131,SABMPA,SAB_OLD,SAB_NORTH,N104,N4,46.17335,-59.23598,2020-08-22T19:50:00,NA,VR2AR,546071,A69-1601-60535,Y,2021-08-10T09:06:00,2020,C - Till >50% cobbles/gravel,c(-59.23598, 46.17335)
132,SABMPA,SAB_NEW,SAB_NEW,2021_17,2021_17,45.98791,-59.11802,2021-08-10T21:48:00,NA,VR2AR,546076,A69-1601-60540,Y,2022-08-06T14:08:00,2021,C - Till >50% cobbles/gravel,c(-59.11802, 45.98791)
133,SABMPA,SAB_NEW,SAB_NEW,2021_16,2021_16,45.98807,-59.13187,2021-08-10T21:53:00,NA,VR2AR,546088,A69-1601-60552,Y,2022-08-06T14:17:00,2021,C - Till >50% cobbles/gravel,c(-59.13187, 45.98807)
134,SABMPA,SAB_NEW,SAB_NEW,2021_14,2021_14,45.988,-59.15853,2021-08-10T22:02:00,NA,VR2AR,547101,A69-1601-61565,Y,2022-08-06T14:50:00,2021,C - Till >50% cobbles/gravel,c(-59.15853, 45.988)
135,SABMPA,SAB_NEW,SAB_NEW,2021_03,2021_03,45.98773,-59.30733,2021-08-10T22:55:00,NA,VR2AR,545713,A69-1601-60177,Y,2022-08-06T17:38:00,2021,C - Till >50% cobbles/gravel,c(-59.30733, 45.98773)
136,SABMPA,SAB_NEW,SAB_NEW,2021_01,2021_01,45.98766,-59.3335,2021-08-10T23:04:00,NA,VR2AR,545769,A69-1601-60233,Y,2022-08-06T17:55:00,2021,C - Till >50% cobbles/gravel,c(-59.3335, 45.98766)
137,SABMPA,SAB_NEW,SAB_NEW,2021_17,2021_17,45.98791,-59.11802,2022-08-06T14:09:00,NA,VR2AR,547102,A69-1601-61566,Y,2023-08-16T15:01:00,2022,C - Till >50% cobbles/gravel,c(-59.11802, 45.98791)
138,SABMPA,SAB_NEW,SAB_NEW,2021_16,2021_16,45.98807,-59.13187,2022-08-06T14:19:00,NA,VR2AR,545714,A69-1601-60178,Y,2023-08-16T15:09:00,2022,C - Till >50% cobbles/gravel,c(-59.13187, 45.98807)
139,SABMPA,SAB_NEW,SAB_NEW,2021_14,2021_14,45.988,-59.15853,2022-08-06T14:53:00,NA,VR2AR,545570,A69-1601-60034,Y,2023-08-16T15:24:00,2022,C - Till >50% cobbles/gravel,c(-59.15853, 45.988)
140,SABMPA,SAB_NEW,SAB_NEW,2021_03,2021_03,45.98773,-59.30733,2022-08-06T17:38:00,NA,VR2AR,549710,A69-1601-60279,Y,2023-08-16T17:16:00,2022,C - Till >50% cobbles/gravel,c(-59.30733, 45.98773)
141,SABMPA,SAB_NEW,SAB_NEW,2021_01,2021_01,45.98766,-59.3335,2022-08-06T17:56:00,NA,VR2AR,545766,A69-1601-60230,Y,2023-08-16T18:02:00,2022,C - Till >50% cobbles/gravel,c(-59.3335, 45.98766)
142,SABMPA,SAB_NEW,SAB_NEW,2021_13,2021_13,45.98797,-59.17136,2021-08-10T22:07:00,NA,VR2AR,545575,A69-1601-60039,Y,2022-08-06T15:28:00,2021,D - Till with coraline algae,c(-59.17136, 45.98797)
143,SABMPA,SAB_NEW,SAB_NEW,2021_12,2021_12,45.98796,-59.1857,2021-08-10T22:12:00,NA,VR2AR,546355,A69-1601-60819,Y,2022-08-06T15:47:00,2021,D - Till with coraline algae,c(-59.1857, 45.98796)
144,SABMPA,SAB_NEW,SAB_NEW,2021_11,2021_11,45.98792,-59.19902,2021-08-10T22:17:00,NA,VR2AR,546086,A69-1601-60550,Y,2022-08-06T16:00:00,2021,D - Till with coraline algae,c(-59.19902, 45.98792)
145,SABMPA,SAB_NEW,SAB_NEW,2021_10,2021_10,45.98789,-59.21236,2021-08-10T22:21:00,NA,VR2AR,546087,A69-1601-60551,Y,2022-08-06T16:10:00,2021,D - Till with coraline algae,c(-59.21236, 45.98789)
146,SABMPA,SAB_NEW,SAB_NEW,2021_09,2021_09,45.98785,-59.22519,2021-08-10T22:26:00,NA,VR2AR,547103,A69-1601-61567,Y,2022-08-06T16:18:00,2021,D - Till with coraline algae,c(-59.22519, 45.98785)
147,SABMPA,SAB_NEW,SAB_NEW,2021_08,2021_08,45.98788,-59.24017,2021-08-10T22:31:00,NA,VR2AR,549709,A69-1601-60278,Y,2022-08-06T16:39:00,2021,D - Till with coraline algae,c(-59.24017, 45.98788)
148,SABMPA,SAB_NEW,SAB_NEW,2021_06,2021_06,45.98781,-59.26683,2021-08-10T22:41:00,NA,VR2AR,549710,A69-1601-60279,Y,2022-08-06T17:09:00,2021,D - Till with coraline algae,c(-59.26683, 45.98781)
149,SABMPA,SAB_NEW,SAB_NEW,2021_05,2021_05,45.98778,-59.27967,2021-08-10T22:45:00,NA,VR2AR,545762,A69-1601-60226,Y,2022-08-06T17:17:00,2021,D - Till with coraline algae,c(-59.27967, 45.98778)
150,SABMPA,SAB_NEW,SAB_NEW,2021_13,2021_13,45.98797,-59.17136,2022-08-06T15:32:00,NA,VR2AR,546076,A69-1601-60540,Y,2023-08-16T15:36:00,2022,D - Till with coraline algae,c(-59.17136, 45.98797)
151,SABMPA,SAB_NEW,SAB_NEW,2021_12,2021_12,45.98796,-59.1857,2022-08-06T15:49:00,NA,VR2AR,546088,A69-1601-60552,Y,2023-08-16T15:45:00,2022,D - Till with coraline algae,c(-59.1857, 45.98796)
152,SABMPA,SAB_NEW,SAB_NEW,2021_11,2021_11,45.98792,-59.19902,2022-08-06T16:01:00,NA,VR2AR,547101,A69-1601-61565,Y,2023-08-16T15:57:00,2022,D - Till with coraline algae,c(-59.19902, 45.98792)
153,SABMPA,SAB_NEW,SAB_NEW,2021_10,2021_10,45.98789,-59.21236,2022-08-06T16:10:00,NA,VR2AR,545575,A69-1601-60039,Y,2023-08-16T16:13:00,2022,D - Till with coraline algae,c(-59.21236, 45.98789)
154,SABMPA,SAB_NEW,SAB_NEW,2021_09,2021_09,45.98785,-59.22519,2022-08-06T16:19:00,NA,VR2AR,546355,A69-1601-60819,Y,2023-08-16T16:22:00,2022,D - Till with coraline algae,c(-59.22519, 45.98785)
155,SABMPA,SAB_NEW,SAB_NEW,2021_08,2021_08,45.98788,-59.24017,2022-08-06T16:39:00,NA,VR2AR,546086,A69-1601-60550,Y,2023-08-16T16:33:00,2022,D - Till with coraline algae,c(-59.24017, 45.98788)
156,SABMPA,SAB_NEW,SAB_NEW,2021_06,2021_06,45.98781,-59.26683,2022-08-06T17:09:00,NA,VR2AR,546087,A69-1601-60551,Y,2023-08-16T16:47:00,2022,D - Till with coraline algae,c(-59.26683, 45.98781)
157,SABMPA,SAB_NEW,SAB_NEW,2021_05,2021_05,45.98778,-59.27967,2022-08-06T17:18:00,NA,VR2AR,547103,A69-1601-61567,Y,2023-08-16T16:57:00,2022,D - Till with coraline algae,c(-59.27967, 45.98778)
158,SABMPA,SAB_OLD,SAB_SOUTH,S1,S1,46.02183,-59.03367,2015-05-11T00:00:00,NA,VR2AR,545764,A69-1601-60228,Y,2016-04-17T10:30:00,2015,A - Mud,c(-59.03367, 46.02183)
159,SABMPA,SAB_OLD,SAB_SOUTH,S10,S10,46.02183,-58.917,2015-05-11T00:00:00,NA,VR2AR,545765,A69-1601-60229,Y,2016-04-17T12:25:00,2015,A - Mud,c(-58.917, 46.02183)
160,SABMPA,SAB_OLD,SAB_SOUTH,S11,S11,46.02183,-58.90417,2015-05-11T00:00:00,NA,VR2AR,545778,A69-1601-60242,Y,2016-04-17T12:36:00,2015,A - Mud,c(-58.90417, 46.02183)
161,SABMPA,SAB_OLD,SAB_SOUTH,S12,S12,46.02183,-58.89117,2015-05-11T00:00:00,NA,VR2AR,545776,A69-1601-60240,Y,2016-04-17T12:47:00,2015,A - Mud,c(-58.89117, 46.02183)
162,SABMPA,SAB_OLD,SAB_SOUTH,S13,S13,46.02183,-58.87817,2015-05-11T00:00:00,NA,VR2AR,545773,A69-1601-60237,Y,2016-04-17T13:02:00,2015,A - Mud,c(-58.87817, 46.02183)
163,SABMPA,SAB_OLD,SAB_SOUTH,S2,S2,46.02183,-59.02067,2015-05-11T00:00:00,NA,VR2AR,545770,A69-1601-60234,Y,2016-04-17T10:52:00,2015,A - Mud,c(-59.02067, 46.02183)
164,SABMPA,SAB_OLD,SAB_SOUTH,S3,S3,46.02183,-59.00783,2015-05-11T00:00:00,NA,VR2AR,545781,A69-1601-60245,Y,2016-04-17T11:05:00,2015,A - Mud,c(-59.00783, 46.02183)
165,SABMPA,SAB_OLD,SAB_SOUTH,S4,S4,46.02183,-58.99483,2015-05-11T00:00:00,NA,VR2AR,545762,A69-1601-60226,Y,2016-04-17T11:10:00,2015,A - Mud,c(-58.99483, 46.02183)
166,SABMPA,SAB_OLD,SAB_SOUTH,S5,S5,46.02183,-58.98183,2015-05-11T00:00:00,NA,VR2AR,545761,A69-1601-60225,Y,2016-04-17T11:15:00,2015,A - Mud,c(-58.98183, 46.02183)
167,SABMPA,SAB_OLD,SAB_SOUTH,S6,S6,46.02183,-58.96883,2015-05-11T00:00:00,NA,VR2AR,545713,A69-1601-60177,Y,2016-04-17T11:30:00,2015,A - Mud,c(-58.96883, 46.02183)
168,SABMPA,SAB_OLD,SAB_SOUTH,S7,S7,46.02183,-58.956,2015-05-11T00:00:00,NA,VR2AR,545769,A69-1601-60233,Y,2016-04-17T11:52:00,2015,A - Mud,c(-58.956, 46.02183)
169,SABMPA,SAB_OLD,SAB_SOUTH,S8,S8,46.02183,-58.943,2015-05-11T00:00:00,NA,VR2AR,545766,A69-1601-60230,Y,2016-04-17T12:04:00,2015,A - Mud,c(-58.943, 46.02183)
170,SABMPA,SAB_OLD,SAB_SOUTH,S9,S9,46.02183,-58.93,2015-05-11T00:00:00,NA,VR2AR,545771,A69-1601-60235,Y,2016-04-17T12:15:00,2015,A - Mud,c(-58.93, 46.02183)
171,SABMPA,SAB_OLD,SAB_SOUTH,S18,S18,46.021835,-59.0470217,2016-04-17T10:19:52,NA,VR2AR,546088,A69-1601-60552,Y,2017-05-05T09:11:08,2016,A - Mud,c(-59.0470217, 46.021835)
172,SABMPA,SAB_OLD,SAB_SOUTH,S01,S1,46.0217533,-59.034,2016-04-17T10:25:07,NA,VR2AR,546085,A69-1601-60549,Y,2017-05-05T09:24:15,2016,A - Mud,c(-59.034, 46.0217533)
173,SABMPA,SAB_OLD,SAB_SOUTH,S02,S2,46.0217517,-59.0196017,2016-04-17T10:47:46,NA,VR2AR,546090,A69-1601-60554,Y,2017-05-05T09:38:17,2016,A - Mud,c(-59.0196017, 46.0217517)
174,SABMPA,SAB_OLD,SAB_SOUTH,S03,S3,46.0218417,-59.0077333,2016-04-17T11:00:03,NA,VR2AR,546077,A69-1601-60541,Y,2017-05-05T09:49:32,2016,A - Mud,c(-59.0077333, 46.0218417)
175,SABMPA,SAB_OLD,SAB_SOUTH,S04,S4,46.0221667,-58.9950333,2016-04-17T11:05:45,NA,VR2AR,546073,A69-1601-60537,Y,2017-05-05T10:02:07,2016,A - Mud,c(-58.9950333, 46.0221667)
176,SABMPA,SAB_OLD,SAB_SOUTH,S05,S5,46.0219883,-58.9821033,2016-04-17T11:17:36,NA,VR2AR,545764,A69-1601-60228,Y,2017-05-05T10:12:10,2016,A - Mud,c(-58.9821033, 46.0219883)
177,SABMPA,SAB_OLD,SAB_SOUTH,S06,S6,46.0217067,-58.9693883,2016-04-17T11:29:19,NA,VR2AR,545770,A69-1601-60234,Y,2017-05-05T10:21:33,2016,A - Mud,c(-58.9693883, 46.0217067)
178,SABMPA,SAB_OLD,SAB_SOUTH,S07,S7,46.02181,-58.9558467,2016-04-17T11:47:42,NA,VR2AR,545781,A69-1601-60245,Y,2017-05-05T10:32:23,2016,A - Mud,c(-58.9558467, 46.02181)
179,SABMPA,SAB_OLD,SAB_SOUTH,S08,S8,46.0218767,-58.942495,2016-04-17T11:59:56,NA,VR2AR,545762,A69-1601-60226,Y,2017-05-05T10:41:39,2016,A - Mud,c(-58.942495, 46.0218767)
180,SABMPA,SAB_OLD,SAB_SOUTH,S09,S9,46.0221683,-58.9298167,2016-04-17T12:11:01,NA,VR2AR,545761,A69-1601-60225,Y,2017-05-05T10:50:29,2016,A - Mud,c(-58.9298167, 46.0221683)
181,SABMPA,SAB_OLD,SAB_SOUTH,S10,S10,46.021515,-58.9173083,2016-04-17T12:21:47,NA,VR2AR,545713,A69-1601-60177,Y,2017-05-05T11:00:44,2016,A - Mud,c(-58.9173083, 46.021515)
182,SABMPA,SAB_OLD,SAB_SOUTH,S11,S11,46.0229433,-58.9034167,2016-04-17T12:31:24,NA,VR2AR,545769,A69-1601-60233,Y,2017-05-05T11:10:08,2016,A - Mud,c(-58.9034167, 46.0229433)
183,SABMPA,SAB_OLD,SAB_SOUTH,S12,S12,46.0222267,-58.8909633,2016-04-17T12:43:27,NA,VR2AR,545766,A69-1601-60230,Y,2017-05-05T11:19:30,2016,A - Mud,c(-58.8909633, 46.0222267)
184,SABMPA,SAB_OLD,SAB_SOUTH,S13,S13,46.0219567,-58.8777333,2016-04-17T12:58:50,NA,VR2AR,545771,A69-1601-60235,Y,2017-05-05T11:28:53,2016,A - Mud,c(-58.8777333, 46.0219567)
185,SABMPA,SAB_OLD,SAB_SOUTH,S19,S19,46.0217517,-58.8646533,2016-04-17T13:11:19,NA,VR2AR,545765,A69-1601-60229,Y,2017-05-05T11:38:36,2016,A - Mud,c(-58.8646533, 46.0217517)
186,SABMPA,SAB_OLD,SAB_SOUTH,S22,S22,46.0220217,-58.8260633,2016-04-17T13:34:51,NA,VR2AR,546074,A69-1601-60538,Y,2017-05-05T12:10:19,2016,A - Mud,c(-58.8260633, 46.0220217)
187,SABMPA,SAB_OLD,SAB_SOUTH,S23,S23,46.0220817,-58.8129933,2016-04-17T13:40:16,NA,VR2AR,545778,A69-1601-60242,Y,2017-05-05T12:18:36,2016,A - Mud,c(-58.8129933, 46.0220817)
188,SABMPA,SAB_OLD,SAB_SOUTH,S18,S18,46.0210717,-59.0471433,2017-05-05T09:11:08,NA,VR2AR,546076,A69-1601-60540,Y,2018-06-10T08:37:48,2017,A - Mud,c(-59.0471433, 46.0210717)
189,SABMPA,SAB_OLD,SAB_SOUTH,S1,S1,46.0217633,-59.0339,2017-05-05T09:24:15,NA,VR2AR,545570,A69-1601-60034,Y,2018-06-10T08:49:56,2017,A - Mud,c(-59.0339, 46.0217633)
190,SABMPA,SAB_OLD,SAB_SOUTH,S2,S2,46.0215817,-59.0212517,2017-05-05T09:38:17,NA,VR2AR,546087,A69-1601-60551,Y,2018-06-10T08:59:22,2017,A - Mud,c(-59.0212517, 46.0215817)
191,SABMPA,SAB_OLD,SAB_SOUTH,S3,S3,46.0219467,-59.0078067,2017-05-05T09:49:32,NA,VR2AR,546086,A69-1601-60550,Y,2018-06-10T09:12:20,2017,A - Mud,c(-59.0078067, 46.0219467)
192,SABMPA,SAB_OLD,SAB_SOUTH,S4,S4,46.0217433,-58.9951117,2017-05-05T10:02:07,NA,VR2AR,546081,A69-1601-60545,Y,2018-06-10T09:20:57,2017,A - Mud,c(-58.9951117, 46.0217433)
193,SABMPA,SAB_OLD,SAB_SOUTH,S5,S5,46.0218,-58.9823183,2017-05-05T10:12:10,NA,VR2AR,546088,A69-1601-60552,Y,2018-06-10T09:30:05,2017,A - Mud,c(-58.9823183, 46.0218)
194,SABMPA,SAB_OLD,SAB_SOUTH,S6,S6,46.021765,-58.9691933,2017-05-05T10:21:33,NA,VR2AR,546090,A69-1601-60554,Y,2018-06-10T09:38:55,2017,A - Mud,c(-58.9691933, 46.021765)
195,SABMPA,SAB_OLD,SAB_SOUTH,S7,S7,46.0217517,-58.9559967,2017-05-05T10:32:23,NA,VR2AR,546077,A69-1601-60541,Y,2018-06-10T09:48:45,2017,A - Mud,c(-58.9559967, 46.0217517)
196,SABMPA,SAB_OLD,SAB_SOUTH,S8,S8,46.0218517,-58.9432033,2017-05-05T10:41:39,NA,VR2AR,546073,A69-1601-60537,Y,2018-06-10T09:57:27,2017,A - Mud,c(-58.9432033, 46.0218517)
197,SABMPA,SAB_OLD,SAB_SOUTH,S9,S9,46.0218583,-58.93022,2017-05-05T10:50:29,NA,VR2AR,545764,A69-1601-60228,Y,2018-06-10T10:06:28,2017,A - Mud,c(-58.93022, 46.0218583)
198,SABMPA,SAB_OLD,SAB_SOUTH,S10,S10,46.02195,-58.91744,2017-05-05T11:00:44,NA,VR2AR,546085,A69-1601-60549,Y,2018-06-10T10:15:09,2017,A - Mud,c(-58.91744, 46.02195)
199,SABMPA,SAB_OLD,SAB_SOUTH,S11,S11,46.021975,-58.9041383,2017-05-05T11:10:08,NA,VR2AR,545770,A69-1601-60234,Y,2018-06-10T10:23:50,2017,A - Mud,c(-58.9041383, 46.021975)
200,SABMPA,SAB_OLD,SAB_SOUTH,S12,S12,46.02181,-58.8914383,2017-05-05T11:19:30,NA,VR2AR,545781,A69-1601-60245,Y,2018-06-10T10:33:46,2017,A - Mud,c(-58.8914383, 46.02181)
201,SABMPA,SAB_OLD,SAB_SOUTH,S13,S13,46.0216867,-58.8781117,2017-05-05T11:28:53,NA,VR2AR,545762,A69-1601-60226,Y,2018-06-10T10:42:29,2017,A - Mud,c(-58.8781117, 46.0216867)
202,SABMPA,SAB_OLD,SAB_SOUTH,S19,S19,46.02147,-58.864935,2017-05-05T11:38:36,NA,VR2AR,545761,A69-1601-60225,Y,2018-06-10T10:51:26,2017,A - Mud,c(-58.864935, 46.02147)
203,SABMPA,SAB_OLD,SAB_SOUTH,S22,S22,46.0218483,-58.8264917,2017-05-05T12:10:19,NA,VR2AR,545766,A69-1601-60230,Y,2018-06-10T11:17:23,2017,A - Mud,c(-58.8264917, 46.0218483)
204,SABMPA,SAB_OLD,SAB_SOUTH,S23,S23,46.0217517,-58.81311,2017-05-05T12:18:36,NA,VR2AR,545771,A69-1601-60235,Y,2018-06-10T11:25:52,2017,A - Mud,c(-58.81311, 46.0217517)
205,SABMPA,SAB_OLD,SAB_SOUTH,S105,S5,46.02091,-59.04642,2018-06-10T08:37:48,NA,VR2AR,545575,A69-1601-60039,Y,2019-08-07T09:18:00,2018,A - Mud,c(-59.04642, 46.02091)
206,SABMPA,SAB_OLD,SAB_SOUTH,S106,S6,46.02219,-59.03353,2018-06-10T08:49:56,NA,VR2AR,545577,A69-1601-60041,Y,2019-08-07T09:28:00,2018,A - Mud,c(-59.03353, 46.02219)
207,SABMPA,SAB_OLD,SAB_SOUTH,S107,S7,46.02177,-59.02082,2018-06-10T08:59:22,NA,VR2AR,545571,A69-1601-60035,Y,2019-08-07T09:37:00,2018,A - Mud,c(-59.02082, 46.02177)
208,SABMPA,SAB_OLD,SAB_SOUTH,S108,S8,46.02186,-59.0051,2018-06-10T09:12:20,NA,VR2AR,546076,A69-1601-60540,Y,2019-08-07T09:45:00,2018,A - Mud,c(-59.0051, 46.02186)
209,SABMPA,SAB_OLD,SAB_SOUTH,S109,S9,46.02182,-58.99478,2018-06-10T09:20:57,NA,VR2AR,545570,A69-1601-60034,Y,2019-08-07T09:55:00,2018,A - Mud,c(-58.99478, 46.02182)
210,SABMPA,SAB_OLD,SAB_SOUTH,S110,S10,46.02162,-58.98206,2018-06-10T09:30:05,NA,VR2AR,546087,A69-1601-60551,Y,2019-08-07T10:07:00,2018,A - Mud,c(-58.98206, 46.02162)
211,SABMPA,SAB_OLD,SAB_SOUTH,S111,S11,46.02176,-58.96889,2018-06-10T09:38:55,NA,VR2AR,546086,A69-1601-60550,Y,2019-08-07T10:17:00,2018,A - Mud,c(-58.96889, 46.02176)
212,SABMPA,SAB_OLD,SAB_SOUTH,S112,S12,46.02178,-58.95601,2018-06-10T09:48:45,NA,VR2AR,546081,A69-1601-60545,Y,2019-08-07T10:24:00,2018,A - Mud,c(-58.95601, 46.02178)
213,SABMPA,SAB_OLD,SAB_SOUTH,S113,S13,46.02188,-58.94312,2018-06-10T09:57:27,NA,VR2AR,546088,A69-1601-60552,Y,2019-08-07T10:33:00,2018,A - Mud,c(-58.94312, 46.02188)
