"year","SPECCD_ID","Inside","numcaught","wt"
"384",2019,"Anemones",FALSE,30,1
"385",2019,"Anemones",TRUE,54,1.6
"386",2019,"Atlantic Cod",FALSE,7,2.5
"387",2019,"Atlantic Cod",TRUE,75,22.3
"388",2019,"Atlantic Rock Crab",FALSE,1,0.36
"389",2019,"Atlantic Sea Poacher",FALSE,1,0.1
"390",2019,"Atlantic Sea Poacher",TRUE,15,0.4
"391",2019,"Basket Star",FALSE,59,12.6
"392",2019,"Basket Star",TRUE,69,10.9
"393",2019,"Blood Star",FALSE,40,0.7
"394",2019,"Blood Star",TRUE,10,0.6
"395",2019,"Bobtail Squid",TRUE,3,0.1
"396",2019,"Bristle Worm",FALSE,1,0.1
"397",2019,"Bristle Worm",TRUE,7,0.2
"398",2019,"Brittle Star",FALSE,1,0.1
"399",2019,"Brittle Star",TRUE,207,1.4
"400",2019,"Clams",TRUE,1,0.1
"401",2019,"Coral NS",FALSE,2,0.1
"402",2019,"Coral NS",TRUE,2,0.1
"403",2019,"Daubed Shanny",TRUE,2,0.2
"404",2019,"Eelpouts",TRUE,3,0.3
"405",2019,"Fourbeard Rockling",TRUE,2,0.2
"406",2019,"Hermit Crab",FALSE,10,0.5
"407",2019,"Hermit Crab",TRUE,24,0.9
"408",2019,"Herring",TRUE,1,0.3
"409",2019,"Horse Star",FALSE,24,3.3
"410",2019,"Horse Star",TRUE,55,6.9
"411",2019,"Icelandic Scallop",TRUE,2,0.1
"412",2019,"Jellyfish",FALSE,1,0.2
"413",2019,"Jellyfish",TRUE,2,0.2
"414",2019,"Lesser Toad Crab",TRUE,29,3.594
"415",2019,"Longfin Hake",FALSE,6,1.1
"416",2019,"Longfin Hake",TRUE,24,2.7
"417",2019,"Mackerel",TRUE,1,0.1
"418",2019,"Marlinspike Grenadier",FALSE,34,1.5
"419",2019,"Marlinspike Grenadier",TRUE,51,2.2
"420",2019,"Monkfish",FALSE,1,0.4
"421",2019,"Monkfish",TRUE,4,31.6
"422",2019,"Mud Star",FALSE,322,5.4
"423",2019,"Mud Star",TRUE,175,1.5
"424",2019,"Northern Stone Crab",FALSE,21,2.523
"425",2019,"Northern Stone Crab",TRUE,17,2.738
"426",2019,"Octopus",FALSE,8,0.5
"427",2019,"Octopus",TRUE,4,0.2
"428",2019,"Purple Sunstar",TRUE,23,2.6
"429",2019,"Redfish spp.",FALSE,183,28.4
"430",2019,"Redfish spp.",TRUE,304,45.8
"431",2019,"Sand Dollar",FALSE,1,0.1
"432",2019,"Sand Dollar",TRUE,9,0.2
"433",2019,"Sculpin NS",FALSE,2,0.1
"434",2019,"Sculpin NS",TRUE,1,0.1
"435",2019,"Sculpins",FALSE,2,2.1
"436",2019,"Sculpins",TRUE,49,4.5
"437",2019,"Sea Cucumbers",TRUE,8,1.5
"438",2019,"Sea Mouse",TRUE,1,0.1
"439",2019,"Sea Pen",FALSE,77,0.4
"440",2019,"Sea Pen",TRUE,828,5.3
"441",2019,"Sea Potato",TRUE,97,8.4
"442",2019,"Sea Scallop",TRUE,1,0.1
"443",2019,"Sea Spider",TRUE,7,0.2
"444",2019,"Sea Squirts",FALSE,4,0.4
"445",2019,"Sea Squirts",TRUE,9,0.2
"446",2019,"Sea Stars",FALSE,16,0.8
"447",2019,"Sea Stars",TRUE,56,2.1
"448",2019,"Sea Urchin",FALSE,2,0.2
"449",2019,"Sea Urchin",TRUE,126,5.8
"450",2019,"Seaweeds",FALSE,8,0.6
"451",2019,"Seaweeds",TRUE,8,0.7
"452",2019,"Shortfin Squid",FALSE,6,1.2
"453",2019,"Shrimp",FALSE,352,4.1
"454",2019,"Shrimp",TRUE,139,2.5
"455",2019,"Silver Hake",FALSE,10,0.9
"456",2019,"Silver Hake",TRUE,2,0.3
"457",2019,"Skate Eggs",FALSE,3,0.1
"458",2019,"Smooth Skate",FALSE,15,3.9
"459",2019,"Smooth Skate",TRUE,47,10.1
"460",2019,"Snow Crab",FALSE,274,29.785
"461",2019,"Snow Crab",TRUE,723,34.973
"462",2019,"Spiny Lumpsucker",TRUE,1,0.1
"463",2019,"Spiny Sunstar",TRUE,13,0.5
"464",2019,"Sponges",FALSE,16,1.2
"465",2019,"Sponges",TRUE,348,22.4
"466",2019,"Striped Atlantic Wolffish",FALSE,1,0.6
"467",2019,"Striped Atlantic Wolffish",TRUE,5,1.1
"468",2019,"Thorny Skate",FALSE,18,6.1
"469",2019,"Thorny Skate",TRUE,64,20.7
"470",2019,"Toad Crab",TRUE,9,1.837
"471",2019,"Turbot",FALSE,4,0.3
"472",2019,"Turbot",TRUE,3,0.3
"473",2019,"Whelks",FALSE,14,0.7
"474",2019,"Whelks",TRUE,40,1.3
"475",2019,"White Hake",FALSE,7,2.6
"476",2019,"White Hake",TRUE,28,15.4
"477",2019,"Witch Flounder",FALSE,696,131.7
"478",2019,"Witch Flounder",TRUE,1027,178.4
"479",2019,"Yellowtail Flounder",TRUE,4,0.4
"480",2021,"1201",TRUE,1,0.1
"481",2021,"1202",FALSE,1,0.1
"482",2021,"1202",TRUE,2,0.2
"483",2021,"204",TRUE,1,2.7
"484",2021,"2999",TRUE,1,0.1
"485",2021,"6110",TRUE,3,0.1
"486",2021,"Alewife",TRUE,1,0.1
"487",2021,"Alligatorfish",TRUE,2,0.2
"488",2021,"American Plaice",FALSE,108,7.2
"489",2021,"American Plaice",TRUE,343,28.8
"490",2021,"Anemones",FALSE,3,0.7
"491",2021,"Anemones",TRUE,46,1
"492",2021,"Arctic Eelpout",TRUE,1,0.2
"493",2021,"Atlantic Cod",FALSE,27,11.5
"494",2021,"Atlantic Cod",TRUE,95,37.5
"495",2021,"Barnacles",TRUE,35,0.2
"496",2021,"Basket Star",FALSE,144,31.7
"497",2021,"Basket Star",TRUE,117,21.9
"498",2021,"Blood Star",FALSE,14,0.1
"499",2021,"Blood Star",TRUE,29,0.8
"500",2021,"Bristle Worm",TRUE,2,0.2
"501",2021,"Brittle Star",TRUE,65,0.5
"502",2021,"Coral NS",TRUE,4,0.2
"503",2021,"Daubed Shanny",FALSE,3,0.1
"504",2021,"Eelpouts",TRUE,3,0.4
"505",2021,"Fourbeard Rockling",TRUE,2,0.1
"506",2021,"Fourline Snakeblenny",TRUE,1,0.1
"507",2021,"Halibut",TRUE,1,0.4
"508",2021,"Hermit Crab",TRUE,5,0.4
"509",2021,"Herring",TRUE,50,9.8
"510",2021,"Horse Star",FALSE,30,3.8
"511",2021,"Horse Star",TRUE,102,14
"512",2021,"Icelandic Scallop",TRUE,2,0.2
"513",2021,"Jellyfish",FALSE,2,0.3
"514",2021,"Jellyfish",TRUE,5,1.3
"515",2021,"Lesser Toad Crab",TRUE,21,1.539
"516",2021,"Longfin Hake",FALSE,8,1.2
"517",2021,"Longfin Hake",TRUE,9,1.3
"518",2021,"Marlinspike Grenadier",FALSE,19,0.6
"519",2021,"Marlinspike Grenadier",TRUE,70,2.1
"520",2021,"Monkfish",TRUE,1,13.7
"521",2021,"Mud Star",FALSE,50,0.2
"522",2021,"Mud Star",TRUE,137,1.2
"523",2021,"Northern Stone Crab",FALSE,11,1.771
"524",2021,"Northern Stone Crab",TRUE,48,5.714
"525",2021,"Octopus",FALSE,5,0.2
"526",2021,"Octopus",TRUE,19,0.6
"527",2021,"Purple Sunstar",FALSE,4,0.9
"528",2021,"Purple Sunstar",TRUE,18,2
"529",2021,"Redfish spp.",FALSE,411,75.5
"530",2021,"Redfish spp.",TRUE,177,29.7
"531",2021,"Sand Dollar",TRUE,30,0.8
"532",2021,"Sculpin NS",FALSE,1,0.1
"533",2021,"Sculpins",FALSE,3,0.3
"534",2021,"Sculpins",TRUE,26,3.7
"535",2021,"Sea Cucumbers",TRUE,29,8.4
"536",2021,"Sea Pen",FALSE,609,1.74
"537",2021,"Sea Pen",TRUE,398,6.6
"538",2021,"Sea Potato",FALSE,1,0.1
"539",2021,"Sea Potato",TRUE,104,6.5
"540",2021,"Sea Raven",TRUE,1,0.6
"541",2021,"Sea Spider",TRUE,1,0.1
"542",2021,"Sea Squirts",TRUE,5,0.1
"543",2021,"Sea Stars",FALSE,51,0.8
"544",2021,"Sea Stars",TRUE,126,4.4
"545",2021,"Sea Urchin",TRUE,71,3.7
"546",2021,"Seaweeds",FALSE,1,0.1
"547",2021,"Seaweeds",TRUE,6,0.5
"548",2021,"Shortfin Squid",FALSE,5,0.7
"549",2021,"Shortfin Squid",TRUE,2,0.3
"550",2021,"Shrimp",FALSE,19,0.4
"551",2021,"Shrimp",TRUE,114,1.3
"552",2021,"Silver Hake",FALSE,93,18.3
"553",2021,"Silver Hake",TRUE,71,31.7
"554",2021,"Smooth Skate",FALSE,11,1.7
"555",2021,"Smooth Skate",TRUE,11,3.934
"556",2021,"Snakeblenny",FALSE,3,0.1
"557",2021,"Snow Crab",FALSE,131,7.856
"558",2021,"Snow Crab",TRUE,252,33.482
"559",2021,"Spiny Sunstar",FALSE,1,0.1
"560",2021,"Spiny Sunstar",TRUE,13,0.8
"561",2021,"Sponges",FALSE,7,0.7
"562",2021,"Sponges",TRUE,6685,33.5
"563",2021,"Striped Atlantic Wolffish",TRUE,17,4.2
"564",2021,"Thorny Skate",FALSE,45,9.1
"565",2021,"Thorny Skate",TRUE,44,11
"566",2021,"Toad Crab",TRUE,6,0.82
"567",2021,"Turbot",TRUE,1,0.2
"568",2021,"Whelk Eggs",TRUE,1,0.1
"569",2021,"Whelks",TRUE,26,0.8
"570",2021,"White Hake",FALSE,9,3.9
"571",2021,"White Hake",TRUE,22,9.9
"572",2021,"Witch Flounder",FALSE,241,45.4
"573",2021,"Witch Flounder",TRUE,466,93.7
"574",2021,"Yellowtail Flounder",FALSE,1,0.3
"575",2021,"Yellowtail Flounder",TRUE,23,1.9
"576",2022,"1827",TRUE,1,0.1
"577",2022,"2213",FALSE,2,0.1
"578",2022,"2312",TRUE,2,0.2
"579",2022,"2414",TRUE,3,0.2
"580",2022,"313",TRUE,1,0.1
"581",2022,"620",TRUE,1,0.5
"582",2022,"6611",TRUE,16,6.6
"583",2022,"8316",TRUE,9,0.2
"584",2022,"8317",FALSE,2,0.2
"585",2022,"8317",TRUE,5,0.2
"586",2022,"8601",TRUE,3,0.9
"587",2022,"Alewife",FALSE,1,0.1
"588",2022,"Alligatorfish",TRUE,7,0.5
"589",2022,"American Plaice",FALSE,22,1.9
"590",2022,"American Plaice",TRUE,345,26.8
"591",2022,"Anemones",FALSE,18,2.4
"592",2022,"Anemones",TRUE,73,2
"593",2022,"Atlantic Cod",FALSE,1,0.4
"594",2022,"Atlantic Cod",TRUE,135,51.7
"595",2022,"Atlantic Sea Poacher",TRUE,11,0.2
"596",2022,"Basket Star",TRUE,43,6.7
"597",2022,"Blood Star",FALSE,11,0.1
"598",2022,"Blood Star",TRUE,34,1.1
"599",2022,"Bobtail Squid",FALSE,1,0.1
"600",2022,"Bobtail Squid",TRUE,3,0.1
"601",2022,"Bristle Worm",FALSE,1,0.1
"602",2022,"Bristle Worm",TRUE,4,0.1
"603",2022,"Brittle Star",TRUE,61,0.9
"604",2022,"Clams",TRUE,2,0.1
"605",2022,"Coral NS",TRUE,1,0.1
"606",2022,"Eelpouts",FALSE,1,0.2
"607",2022,"Eelpouts",TRUE,2,0.7
"608",2022,"Fourbeard Rockling",FALSE,2,0.3
"609",2022,"Fourbeard Rockling",TRUE,3,0.5
"610",2022,"Fourline Snakeblenny",TRUE,2,0.2
"611",2022,"Haddock",TRUE,1,0.2
"612",2022,"Hermit Crab",FALSE,3,0.1
"613",2022,"Hermit Crab",TRUE,12,0.8
"614",2022,"Herring",FALSE,1,0.2
"615",2022,"Herring",TRUE,156,23.4
"616",2022,"Horse Star",FALSE,40,4.9
"617",2022,"Horse Star",TRUE,119,13.7
"618",2022,"Icelandic Scallop",TRUE,7,0.2
"619",2022,"Jellyfish",FALSE,1,0.1
"620",2022,"Jonah Crab",FALSE,1,0.36
"621",2022,"Jonah Crab",TRUE,2,0.341
"622",2022,"Lesser Toad Crab",TRUE,11,0.273
"623",2022,"Longfin Hake",FALSE,17,2.2
"624",2022,"Longfin Hake",TRUE,47,4.3
"625",2022,"Mackerel",TRUE,3,0.2
"626",2022,"Marlinspike Grenadier",FALSE,71,2.3
"627",2022,"Marlinspike Grenadier",TRUE,131,3.7
"628",2022,"Monkfish",FALSE,3,1.9
"629",2022,"Monkfish",TRUE,2,14.7
"630",2022,"Mud Star",FALSE,2297,23.3
"631",2022,"Mud Star",TRUE,34,0.6
"632",2022,"Northern Stone Crab",FALSE,34,6.643
"633",2022,"Northern Stone Crab",TRUE,70,9.965
"634",2022,"Octopus",FALSE,6,0.3
"635",2022,"Octopus",TRUE,10,0.6
"636",2022,"Ophiura sarsii",TRUE,59,0.2
"637",2022,"Purple Sunstar",TRUE,8,0.8
"638",2022,"Redfish spp.",FALSE,846,169.2
"639",2022,"Redfish spp.",TRUE,1420,278.1
"640",2022,"Sand Dollar",TRUE,173,2.5
"641",2022,"Sculpin NS",TRUE,6,0.2
"642",2022,"Sculpins",TRUE,40,4.7
"643",2022,"Sea Cucumbers",TRUE,3,0.2
"644",2022,"Sea Pen",FALSE,44,0.4
"645",2022,"Sea Pen",TRUE,641,2.3
"646",2022,"Sea Potato",TRUE,174,7.5
"647",2022,"Sea Spider",TRUE,1,0.1
"648",2022,"Sea Squirts",FALSE,1,0.1
"649",2022,"Sea Squirts",TRUE,16,0.6
"650",2022,"Sea Stars",FALSE,68,1.2
"651",2022,"Sea Stars",TRUE,83,2.2
"652",2022,"Sea Urchin",TRUE,71,3.9
"653",2022,"Seaweeds",FALSE,3,0.2
"654",2022,"Seaweeds",TRUE,3,0.3
"655",2022,"Shortfin Squid",TRUE,1,0.2
"656",2022,"Shrimp",FALSE,76,0.8
"657",2022,"Shrimp",TRUE,62,1.3
"658",2022,"Silver Hake",FALSE,41,7
"659",2022,"Silver Hake",TRUE,25,4
"660",2022,"Smooth Skate",FALSE,8,2.9
"661",2022,"Smooth Skate",TRUE,21,5.8
"662",2022,"Snow Crab",FALSE,47,13.58
"663",2022,"Snow Crab",TRUE,158,15.09
"664",2022,"Spiny Sunstar",TRUE,21,0.9
"665",2022,"Sponges",FALSE,7,0.4
"666",2022,"Sponges",TRUE,627,11.7
"667",2022,"Striped Atlantic Wolffish",TRUE,19,5.2
"668",2022,"Thorny Skate",FALSE,7,4.8
"669",2022,"Thorny Skate",TRUE,54,18.2
"670",2022,"Toad Crab",TRUE,1,0.217
"671",2022,"Turbot",FALSE,5,3.5
"672",2022,"Turbot",TRUE,1,0.1
"673",2022,"Whelks",FALSE,5,0.2
"674",2022,"Whelks",TRUE,41,2
"675",2022,"White Hake",FALSE,12,10
"676",2022,"White Hake",TRUE,53,16.1
"677",2022,"Witch Flounder",FALSE,459,97
"678",2022,"Witch Flounder",TRUE,864,160
"679",2022,"Yellowtail Flounder",TRUE,21,1.4
"680",2023,"1202",FALSE,1,0.1
"681",2023,"1202",TRUE,1,0.1
"682",2023,"1901",TRUE,4,0.5
"683",2023,"6611",TRUE,20,8
"684",2023,"Alligatorfish",TRUE,1,0.1
"685",2023,"American Plaice",FALSE,91,6.9
"686",2023,"American Plaice",TRUE,277,17.8
"687",2023,"Anemones",FALSE,13,2.1
"688",2023,"Anemones",TRUE,76,1
"689",2023,"Atlantic Cod",FALSE,17,13
"690",2023,"Atlantic Cod",TRUE,208,69.2
"691",2023,"Atlantic Sea Poacher",TRUE,1,0.1
"692",2023,"Basket Star",FALSE,37,7.7
"693",2023,"Basket Star",TRUE,61,10.2
"694",2023,"Blood Star",FALSE,9,0.3
"695",2023,"Blood Star",TRUE,7,0.4
"696",2023,"Brittle Star",TRUE,28,0.4
"697",2023,"Clams",TRUE,1,0.1
"698",2023,"Coral NS",FALSE,1,0.1
"699",2023,"Coral NS",TRUE,5,0.5
"700",2023,"Eelpouts",FALSE,1,0.2
"701",2023,"Eelpouts",TRUE,7,1.4
"702",2023,"Fourbeard Rockling",FALSE,1,0.1
"703",2023,"Fourbeard Rockling",TRUE,2,0.2
"704",2023,"Fourline Snakeblenny",TRUE,2,0.2
"705",2023,"Halibut",TRUE,1,0.9
"706",2023,"Hermit Crab",FALSE,1,0.1
"707",2023,"Hermit Crab",TRUE,4,0.3
"708",2023,"Herring",FALSE,7,1
"709",2023,"Herring",TRUE,23,3.7
"710",2023,"Horse Star",FALSE,44,5.9
"711",2023,"Horse Star",TRUE,135,22.1
"712",2023,"Icelandic Scallop",TRUE,7,0.4
"713",2023,"Jonah Crab",FALSE,2,0.608
"714",2023,"Jonah Crab",TRUE,1,0.058
"715",2023,"Lesser Toad Crab",TRUE,29,3.373
"716",2023,"Longfin Hake",FALSE,3,0.1
"717",2023,"Longfin Hake",TRUE,31,3.2
"718",2023,"Marlinspike Grenadier",FALSE,18,0.7
"719",2023,"Marlinspike Grenadier",TRUE,55,1.8
"720",2023,"Monkfish",FALSE,1,2
"721",2023,"Monkfish",TRUE,2,6.6
"722",2023,"Mud Star",FALSE,347,3.2
"723",2023,"Mud Star",TRUE,27,0.4
"724",2023,"Northern Hagfish",TRUE,1,0.1
"725",2023,"Northern Stone Crab",FALSE,40,4.381
"726",2023,"Northern Stone Crab",TRUE,41,4.212
"727",2023,"Octopus",FALSE,8,0.4
"728",2023,"Octopus",TRUE,5,0.4
"729",2023,"Pollock",TRUE,1,0.1
"730",2023,"Purple Sunstar",TRUE,4,0.6
"731",2023,"Redfish spp.",FALSE,440,87.1
"732",2023,"Redfish spp.",TRUE,544,110.7
"733",2023,"Sand Dollar",TRUE,86,2
"734",2023,"Sculpin NS",TRUE,1,0.1
"735",2023,"Sculpins",TRUE,25,2
"736",2023,"Sea Cucumbers",FALSE,4,0.2
"737",2023,"Sea Cucumbers",TRUE,112,3.9
"738",2023,"Sea Pen",FALSE,48,0.2
"739",2023,"Sea Pen",TRUE,1227,2.9
"740",2023,"Sea Potato",TRUE,209,8.9
"741",2023,"Sea Squirts",FALSE,1,0.1
"742",2023,"Sea Squirts",TRUE,6,0.1
"743",2023,"Sea Stars",FALSE,71,1.5
"744",2023,"Sea Stars",TRUE,146,4.2
"745",2023,"Sea Urchin",TRUE,155,8
"746",2023,"Seaweeds",FALSE,4,0.3
"747",2023,"Seaweeds",TRUE,4,0.3
"748",2023,"Shrimp",FALSE,13,0.2
"749",2023,"Shrimp",TRUE,32,1.1
"750",2023,"Silver Hake",FALSE,32,4.4
"751",2023,"Silver Hake",TRUE,14,1
"752",2023,"Smooth Skate",FALSE,12,4.3
"753",2023,"Smooth Skate",TRUE,33,10.7
"754",2023,"Snow Crab",FALSE,119,14.061
"755",2023,"Snow Crab",TRUE,192,23.304
"756",2023,"Spiny Lumpsucker",TRUE,1,0.1
"757",2023,"Spiny Sunstar",TRUE,23,1.7
"758",2023,"Sponges",FALSE,4,0.4
"759",2023,"Sponges",TRUE,344,4.1
"760",2023,"Striped Atlantic Wolffish",TRUE,17,5.4
"761",2023,"Thorny Skate",FALSE,11,2.9
"762",2023,"Thorny Skate",TRUE,52,20
"763",2023,"Turbot",FALSE,2,2.2
"764",2023,"Turbot",TRUE,1,0.2
"765",2023,"Whelks",FALSE,3,0.1
"766",2023,"Whelks",TRUE,48,1.6
"767",2023,"White Hake",FALSE,24,10.6
"768",2023,"White Hake",TRUE,38,20.9
"769",2023,"Witch Flounder",FALSE,622,121.8
"770",2023,"Witch Flounder",TRUE,670,126.88
"771",2023,"Yellowtail Flounder",TRUE,11,1.3
